family	has_parent	total_paralogs	paralogs_detected	supported	robust expression	parent correlated	low expression	unsupported	parent_mean_TPM	mean_paralog_TPM	paralog_parent_TPM_ratio	paralogs_parent correlated	parent_n_tissues
Rpl32	True	2	2	1	0	1	0	0	277.7754	582.2620	4.1923	1	6
Rpl34	True	1	1	0	0	1	0	0	531.7914	5659.9336	10.6431	1	6
Rpl35	True	21	21	10	0	5	6	0	138.4475	187.3119	28.4119	5	6
Rpl36	True	1	1	1	0	0	0	0	65.9698	11.3585	0.1722	0	6
Rpl36a	True	1	1	1	0	0	0	0	704.7845	132.3045	0.1877	0	6
Rpl37	True	2	2	2	0	0	0	0	199.2258	505.0669	5.0703	0	6
Rpl37a	True	13	12	10	0	0	2	1	79.3433	303.4228	49.7143	0	6
Rpl4	True	1	1	0	0	1	0	0	957.2879	1233.3696	1.2884	1	6
Rpl7	True	7	7	7	0	0	0	0	88.4002	154.5270	12.2363	0	6
Rpl7a	True	2	2	1	0	0	1	0	164.4908	59.7120	0.7260	0	6
Rpl7l1	True	5	4	3	0	0	1	1	25.5166	53.5622	10.4956	0	6
Rpl8	True	2	2	0	0	2	0	0	2886.7949	1992.9701	1.3807	2	6
Rpl9	True	3	3	2	0	1	0	0	6.9859	32.3877	13.9084	1	6
Rplp0	True	12	11	3	0	5	3	1	126.2921	190.3760	18.0891	5	6
Rplp1	True	8	8	0	0	6	2	0	206.1579	1010.7081	39.2207	6	6
Rps11	True	7	7	2	0	1	4	0	645.6841	2754.3509	29.8605	1	6
Rps13	True	10	9	8	0	1	0	1	29.8311	159.8175	53.5742	1	6
Rps14	True	10	10	3	0	7	0	0	420.8484	200.3022	4.7595	7	6
Rps15	True	1	1	1	0	0	0	0	2763.0717	2469.4662	0.8937	0	6
Rps15a	True	8	7	0	0	5	2	1	826.7865	1589.4243	15.3793	6	6
Rps16	True	6	6	0	0	6	0	0	292.6986	609.7235	12.4987	6	6
Rps17	True	8	8	7	0	0	1	0	146.9582	61.6739	3.3574	0	6
Rps18	True	7	7	5	0	2	0	0	211.2569	907.6637	30.0754	2	6
Rps2	True	4	4	3	0	1	0	0	95.5077	162.0190	6.7856	1	6
Rps20	True	1	1	0	0	0	1	0	8034.9156	0.1568	0.0000	0	6
Rps23	True	7	7	1	0	6	0	0	962.2855	1142.9169	8.3140	6	6
Rps25	True	15	13	8	0	1	4	2	0.8875	127.0579	2147.5173	1	5
Rps27	True	13	13	4	0	4	5	0	127.7316	81.8090	8.3262	4	6
Rps27a	True	2	0	0	0	0	0	2	235.8276	0.0000	0.0000	0	6
Rps27l	True	1	1	0	0	0	1	0	10.5093	0.3358	0.0320	0	6
Rps29	True	6	6	6	0	0	0	0	140.4584	593.9111	25.3703	0	6
Rps3	True	4	4	1	0	3	0	0	80.5526	619.9924	30.7870	3	6
Rps4	True	2	2	2	0	0	0	0	133.6865	2483.9029	37.1601	0	6
Rps6	True	4	4	0	0	4	0	0	1227.4605	1851.4076	6.0333	4	6
Rps7	True	8	8	4	0	4	0	0	148.1739	1508.8348	81.4629	4	6
Rps8	True	1	1	1	0	0	0	0	337.5160	22.5888	0.0669	0	6
Rps9	True	1	1	1	0	0	0	0	1521.1025	12.1746	0.0080	0	6
Rpsa	True	2	2	0	0	2	0	0	343.0298	72.1318	0.4206	2	6
Rrm2	True	1	1	0	0	1	0	0	3.2951	79.9583	24.2661	1	6
Rrp15	True	1	1	0	0	1	0	0	36.7394	590.1863	16.0641	1	6
Rrs1	True	1	1	1	0	0	0	0	85.8729	9.3860	0.1093	0	6
Rsbn1l	True	1	1	1	0	0	0	0	20.0617	92.7223	4.6219	0	6
Rsl24d1	True	1	1	0	0	1	0	0	40.0338	1173.6258	29.3159	1	6
Rtcb	True	1	1	0	0	1	0	0	252.8544	611.3873	2.4179	1	6
Rtl8c	True	1	1	0	0	1	0	0	450.6030	164.3833	0.3648	1	6
Rtraf	True	1	1	1	0	0	0	0	53.1466	1629.9682	30.6693	0	6
Ruvbl1	True	2	2	0	0	2	0	0	10.4908	116.5692	22.2232	2	6
Ruvbl2	True	1	1	0	0	1	0	0	16.5716	157.0782	9.4788	1	6
S100a10	True	3	1	1	0	0	0	2	106.8496	91.1745	2.5599	0	6
S100a11	True	4	4	0	0	3	1	0	57.5417	364.1833	25.3161	3	6
S100a15a	True	1	1	0	0	0	1	0	10.6603	11.0940	1.0407	1	1
S100a8	True	1	1	0	0	0	1	0	731.8121	43.0558	0.0588	0	6
Saa3	True	2	2	0	0	0	2	0	368.4648	96.5647	0.5241	2	6
Sap18	True	5	5	5	0	0	0	0	37.8913	110.6892	14.6061	0	6
Sar1a	True	1	1	1	0	0	0	0	72.8579	601.9395	8.2618	0	6
Sbds	True	3	3	3	0	0	0	0	202.5959	176.2000	2.6091	0	6
Scaf11	True	1	1	0	0	1	0	0	101.5389	256.3933	2.5251	1	6
Sco1	True	1	1	1	0	0	0	0	19.1350	109.0367	5.6983	0	6
Sdcbp	True	1	1	1	0	0	0	0	50.6613	95.2605	1.8803	0	6
Sdhd	True	3	3	0	0	3	0	0	517.2375	474.3173	2.7511	3	6
Sdr9c7	True	1	1	0	0	0	1	0	5.9106	6.9952	1.1835	1	6
Sec13	True	1	1	0	0	1	0	0	81.7287	1107.3877	13.5496	1	6
Sec22b	True	1	1	0	0	1	0	0	177.7917	290.3789	1.6333	1	6
Sec61b	True	1	0	0	0	0	0	1	167.8988	0.0000	0.0000	0	6
Sectm1	True	1	1	0	0	0	1	0	3.2632	5.3215	1.6308	0	6
Selenok	True	1	1	0	0	1	0	0	161.5243	130.5219	0.8081	1	6
Selenoo	True	1	1	1	0	0	0	0	156.2266	11.6041	0.0743	0	6
Selenot	True	1	1	0	0	1	0	0	56.1570	118.3901	2.1082	1	6
Sem1	True	3	3	2	0	1	0	0	102.0678	2147.8922	63.1313	1	6
Sephs1	True	1	1	1	0	0	0	0	48.7283	77.8927	1.5985	0	6
Serpina2	True	2	2	0	0	0	2	0	0.0000	0.0500	inf	0	0
Serpinb3	True	1	1	0	0	0	1	0	2.3531	0.4195	0.1783	1	2
Serpinb9	True	5	2	1	0	0	1	3	55.1389	1.0080	0.0914	0	6
Sertm1	True	1	1	0	0	0	1	0	34.8585	5.5308	0.1587	1	6
Sf3a2	True	1	1	1	0	0	0	0	61.5718	4.0082	0.0651	0	6
Sf3b4	True	4	4	1	0	3	0	0	22.5496	15.1629	2.6897	3	6
Sfn	True	1	1	0	0	1	0	0	253.1276	27.1639	0.1073	1	6
Sftpd	True	1	1	0	0	0	1	0	1063.7506	81.0433	0.0762	1	6
Sh3bgrl	True	4	4	3	0	1	0	0	7.3235	28.3208	15.4684	1	6
Shcbp1	True	1	1	0	0	1	0	0	1.8207	10.7792	5.9202	1	6
Shmt2	True	1	1	0	0	1	0	0	815.4286	893.7702	1.0961	1	6
Siglec10	True	1	1	1	0	0	0	0	8.1684	4.5593	0.5582	0	6
Siglec5	True	1	1	1	0	0	0	0	19.7280	46.5327	2.3587	0	6
Sirpa	True	1	1	0	0	0	1	0	132.6889	1.8813	0.0142	0	6
Siva1	True	2	2	2	0	0	0	0	111.9886	83.2882	1.4874	0	6
Ska2	True	13	12	3	0	0	9	1	9.2864	14.1536	19.8135	1	6
Skp1	True	4	4	3	0	0	1	0	43.7713	49.5156	4.5249	0	6
Slamf8	True	2	2	2	0	0	0	0	3.8593	555.4903	287.8709	0	6
Slc22a13	True	3	3	1	0	0	2	0	55.2820	58.5993	3.1800	0	5
Slc23a2	True	1	1	1	0	0	0	0	29.8922	34.6605	1.1595	0	6
Slc25a24	True	2	2	2	0	0	0	0	5.7215	70.6401	24.6929	0	6
Slc25a44	True	1	1	0	0	1	0	0	115.1027	45.5521	0.3958	1	6
Slc25a5	True	5	5	0	0	5	0	0	347.3684	113.1692	1.6290	5	6
Slc25a51	True	2	2	0	0	2	0	0	258.2535	138.6896	1.0741	2	6
Slc35a4	True	2	2	0	0	2	0	0	237.0097	76.9534	0.6494	2	6
Slc39a2	True	1	1	0	0	0	1	0	17.9690	5.0803	0.2827	0	6
Slc5a1	True	1	1	0	0	0	1	0	5.3814	0.2913	0.0541	0	6
Slc5a4	True	1	1	0	0	0	1	0	0.0412	0.0776	1.8845	0	6
Slc6a16	True	1	1	1	0	0	0	0	0.7018	1.6169	2.3039	0	6
Slc7a12	True	1	1	1	0	0	0	0	11.8817	35.0303	2.9483	0	6
Slc7a9	True	1	1	1	0	0	0	0	10.8209	52.2122	4.8251	0	5
Slfn13	True	2	2	2	0	0	0	0	0.1665	5.6750	68.1857	0	5
Slirp	True	1	1	0	0	1	0	0	90.5805	198.5648	2.1921	1	6
Smim10l1	True	1	1	0	0	1	0	0	1093.1792	52.5895	0.0481	1	6
Smim15	True	4	4	2	0	1	1	0	21.4949	16.6105	3.0911	1	6
Sms	True	1	1	1	0	0	0	0	10.9635	290.9211	26.5354	0	6
Smu1	True	1	1	1	0	0	0	0	50.1821	362.6529	7.2267	0	6
Snap23	True	2	2	1	0	1	0	0	66.9665	341.5311	10.2001	1	6
Snrnp27	True	2	2	2	0	0	0	0	7.6559	191.5785	50.0474	0	6
Snrpa	True	1	1	1	0	0	0	0	47.5174	4.1493	0.0873	0	6
Snrpb2	True	1	1	0	0	0	1	0	85.3709	0.4265	0.0050	0	6
Snrpc	True	2	2	1	0	1	0	0	23.1647	21.9513	1.8952	1	6
Snrpd1	True	7	7	2	0	5	0	0	19.9465	33.2866	11.6816	5	6
Snrpd2	True	3	2	1	0	1	0	1	119.5238	150.1516	3.7687	1	6
Snrpd3	True	3	3	3	0	0	0	0	21.0059	609.6566	87.0693	0	6
Snrpe	True	9	9	7	0	1	1	0	92.7380	83.3423	8.0882	1	6
Snrpg	True	8	7	6	0	0	1	1	57.0453	182.0198	25.5263	0	6
Snrpn	True	1	1	0	0	1	0	0	70.5036	90.0974	1.2779	1	6
Snurf	True	2	2	0	0	2	0	0	61.1270	186.7785	6.1112	2	6
Snw1	True	7	7	5	0	2	0	0	13.2845	162.0115	85.3685	2	6
Snx17	True	1	1	0	0	1	0	0	382.5815	41.1478	0.1076	1	6
Snx3	True	4	4	3	0	1	0	0	112.6130	277.8313	9.8685	1	6
Sod1	True	6	5	0	0	4	1	1	1498.3510	1102.3445	4.4142	4	6
Sod2	True	4	4	0	0	4	0	0	55.7936	222.5776	15.9572	4	6
Sp100	True	2	2	1	0	1	0	0	54.2836	150.7791	5.5552	1	6
Spag6	True	1	1	1	0	0	0	0	1.8801	14.2258	7.5665	0	6
Spart	True	1	1	0	0	1	0	0	160.8922	315.4894	1.9609	1	6
Spata31d1	True	1	1	0	0	0	1	0	2.8378	0.8322	0.2932	0	6
Spdl1	True	1	1	0	0	1	0	0	4.3843	4.6640	1.0638	1	6
Spef1	True	1	1	0	0	1	0	0	85.8798	10.8367	0.1262	1	6
Sppl2b	True	1	1	0	0	1	0	0	103.2853	17.5383	0.1698	1	6
Spta1	True	2	2	0	0	0	2	0	2.7515	0.4732	0.3439	0	6
Srm	True	1	1	1	0	0	0	0	145.0477	15.4924	0.1068	0	6
Srp14	True	9	9	2	0	2	5	0	262.4440	363.6733	12.4715	2	6
Srp19	True	1	1	1	0	0	0	0	35.2225	50.5979	1.4365	0	6
Srp9	True	1	1	0	0	1	0	0	468.1255	351.6905	0.7513	1	6
Srpk1	True	1	1	0	0	1	0	0	100.5408	212.0054	2.1086	1	6
Srpra	True	1	1	0	0	1	0	0	655.9633	434.3360	0.6621	1	6
Srrm1	True	1	1	0	0	1	0	0	21.6469	4.3200	0.1996	1	6
Srsf6	True	1	1	0	0	1	0	0	1440.3089	352.9571	0.2451	1	6
Ssmem1	True	1	1	0	0	0	1	0	0.0731	0.0393	0.5377	0	4
Ssrp1	True	1	1	0	0	1	0	0	104.7557	106.9486	1.0209	1	6
Ssu72	True	1	1	0	0	1	0	0	172.8237	39.2501	0.2271	1	6
Stip1	True	4	4	0	0	4	0	0	150.9484	178.7397	4.7364	4	6
Stk35	True	1	1	0	0	0	1	0	21.9797	0.3951	0.0180	1	6
Stk38l	True	1	1	1	0	0	0	0	22.5673	21.7097	0.9620	0	6
Stmn1	True	6	6	0	0	2	4	0	28.3919	87.5217	18.4958	5	6
Stmp1	True	2	2	0	0	2	0	0	649.1597	386.3967	1.1905	2	6
Stub1	True	1	1	1	0	0	0	0	1417.3181	1638.3308	1.1559	0	6
Stx12	True	1	1	0	0	1	0	0	54.2946	784.0074	14.4399	1	6
Styx	True	1	0	0	0	0	0	1	13.2079	0.0000	0.0000	0	6
Sub1	True	1	1	1	0	0	0	0	33.0275	25.0451	0.7583	0	6
Sugt1	True	1	1	1	0	0	0	0	30.8793	276.8157	8.9644	0	6
Sult1a1	True	1	1	1	0	0	0	0	74.2739	221.3765	2.9805	0	6
Sult6b1	True	1	1	0	0	0	1	0	0.0000	5.1240	inf	0	0
Sumo1	True	2	2	1	0	1	0	0	38.0291	265.2948	13.9522	1	6
Sumo2	True	2	2	1	0	1	0	0	15.9932	182.9172	22.8744	1	6
Surf6	True	1	1	0	0	1	0	0	91.4713	34.1171	0.3730	1	6
Syap1	True	2	2	1	0	1	0	0	62.0286	399.1245	12.8690	1	6
Syf2	True	1	1	1	0	0	0	0	72.7781	441.8520	6.0712	0	6
Taar4	True	1	1	0	0	0	1	0	0.0621	0.2036	3.2787	0	2
Taar7a	True	3	1	0	0	0	1	2	0.0000	0.1588	inf	0	0
Taf13	True	3	3	1	0	2	0	0	41.3669	139.3548	10.1063	2	6
Taf1a	True	1	1	0	0	1	0	0	21.4804	93.9100	4.3719	1	6
Taf7l	True	1	1	1	0	0	0	0	0.2725	1.1727	4.3034	0	6
Taldo1	True	1	1	0	0	1	0	0	623.4483	1768.7454	2.8370	1	6
Tank	True	2	2	2	0	0	0	0	18.8494	63.8554	6.7753	0	6
Tas2r143	True	1	1	0	0	0	1	0	1.4031	2.7727	1.9761	1	2
Tas2r39	True	1	1	0	0	0	1	0	0.0428	0.2160	5.0412	1	1
Tbca	True	2	2	2	0	0	0	0	27.2682	394.9851	28.9704	0	6
Tbcc	True	1	1	0	0	1	0	0	56.5986	68.3439	1.2075	1	6
Tbpl1	True	1	1	1	0	0	0	0	38.0935	140.8099	3.6964	0	6
Tcaf2	True	1	1	0	0	1	0	0	0.5758	23.9083	41.5194	1	6
Tcea3	True	1	1	1	0	0	0	0	19.6179	437.0569	22.2785	0	6
Tceal5	True	2	2	0	0	1	1	0	386.3045	73.2661	0.3793	2	6
Tcp1	True	1	1	1	0	0	0	0	100.0836	210.5797	2.1040	0	6
Tdrkh	True	2	2	0	0	2	0	0	49.4369	52.3309	2.1171	2	6
Teddm1	True	2	2	0	0	0	2	0	1.7086	3.3607	3.9337	1	4
Tep1	True	2	2	0	0	2	0	0	23.8247	4.0797	0.3425	2	6
Terf1	True	1	1	0	0	1	0	0	8.0497	44.2897	5.5020	1	6
Terf2	True	1	1	0	0	1	0	0	39.4649	105.0078	2.6608	1	6
Tex47	True	1	1	0	0	0	1	0	2.2509	1.8864	0.8381	0	6
Tfam	True	1	1	1	0	0	0	0	36.5331	277.7000	7.6013	0	6
Tfdp1	True	1	1	0	0	1	0	0	41.2741	24.9798	0.6052	1	6
Tfe3	True	1	1	0	0	1	0	0	38.9962	92.9364	2.3832	1	6
Tgas113e22.1	True	1	1	0	0	1	0	0	10.4442	451.5697	43.2366	1	6
Tgif2lx	True	1	1	0	0	0	1	0	0.1368	0.0438	0.3200	0	1
Thap1	True	1	1	0	0	1	0	0	23.7343	61.4993	2.5912	1	6
Them5	True	1	1	0	0	0	1	0	0.9947	0.2172	0.2183	0	5
Timm17a	True	1	1	0	0	1	0	0	75.7362	552.7098	7.2978	1	6
Timm23	True	1	1	0	0	1	0	0	318.7550	120.9311	0.3794	1	6
Tle6	True	1	1	0	0	0	1	0	9.2072	0.6059	0.0658	0	6
Tma7	True	1	1	1	0	0	0	0	1261.8675	129.9370	0.1030	0	6
Tmem11	True	2	2	1	0	1	0	0	40.1428	4.8227	0.2403	1	6
Tmem126a	True	1	1	1	0	0	0	0	142.2884	120.2726	0.8453	0	6
Tmem14c	True	1	0	0	0	0	0	1	136.8904	0.0000	0.0000	0	6
Tmem17	True	1	1	0	0	1	0	0	83.6796	251.8880	3.0101	1	6
Tmem184c	True	1	1	0	0	0	1	0	223.1898	0.4390	0.0020	0	6
Tmem198	True	1	1	1	0	0	0	0	55.4797	95.4554	1.7205	0	6
Tmem203	True	2	2	0	0	1	1	0	442.8182	55.3432	0.2500	1	6
Tmem209	True	1	1	0	0	1	0	0	27.8172	89.4548	3.2158	1	6
Tmem238	True	1	1	1	0	0	0	0	65.6779	69.7985	1.0627	0	6
Tmem242	True	1	1	1	0	0	0	0	51.1134	106.4722	2.0831	0	6
Tmem263	True	1	1	0	0	1	0	0	498.0268	171.3971	0.3442	1	6
Tmem30a	True	2	2	2	0	0	0	0	0.0473	171.5291	7260.3048	0	1
Tmem38b	True	1	1	0	0	1	0	0	40.7684	25.7085	0.6306	1	6
Tmem45a	True	1	1	0	0	0	1	0	13.0657	0.5468	0.0419	1	6
Tmem9b	True	2	2	2	0	0	0	0	110.7000	189.4524	3.4228	0	6
Tmsb10	True	2	2	0	0	1	1	0	117.0101	3.1987	0.0547	1	6
Tnfaip8	True	1	1	0	0	1	0	0	17.9574	151.0529	8.4117	1	6
Tnni2	True	1	1	0	0	1	0	0	2690.4369	61.3409	0.0228	1	6
Tnxb	True	1	1	0	0	1	0	0	190.3861	31.2901	0.1644	1	6
Tomm20	True	3	3	0	0	2	1	0	140.4776	317.0621	6.7711	2	6
Tomm22	True	1	1	0	0	1	0	0	661.8432	588.3711	0.8890	1	6
Tomm5	True	1	1	1	0	0	0	0	40.8434	221.2841	5.4179	0	6
Tomm6	True	1	1	0	0	0	1	0	1376.4257	1.1451	0.0008	0	6
Tomm7	True	2	2	1	0	1	0	0	850.3620	1231.4450	2.8963	1	6
Topors	True	1	1	0	0	0	1	0	191.3115	0.1827	0.0010	0	6
Tox4	True	1	1	0	0	1	0	0	110.3384	367.6878	3.3324	1	6
Tpgs1	True	1	1	0	0	1	0	0	108.7871	57.7220	0.5306	1	6
Tpgs2	True	1	1	0	0	1	0	0	17.2642	192.5668	11.1541	1	6
Tpm4	True	1	1	0	0	1	0	0	974.2925	1988.8863	2.0414	1	6
Tpmt	True	1	1	0	0	1	0	0	7.9251	80.0705	10.1034	1	6
Tpt1	True	1	1	1	0	0	0	0	152.9019	53.1733	0.3478	0	6
Tpx2	True	2	2	0	0	1	1	0	7.2006	8.7568	2.4322	1	6
Trap1	True	1	1	0	0	1	0	0	112.2688	904.3379	8.0551	1	6
Trappc1	True	1	1	0	0	0	1	0	598.9584	0.4996	0.0008	0	6
Trappc2	True	2	2	2	0	0	0	0	20.2510	73.3931	7.2483	0	6
Trappc2l	True	1	1	0	0	0	1	0	420.4951	0.2548	0.0006	0	6
Trav12-3	True	6	5	0	0	0	5	1	2.6412	0.2772	0.6296	0	6
Trav13-1	True	7	7	0	0	0	7	0	0.5352	1.1187	14.6303	0	2
Trav18	True	9	5	0	0	0	5	4	0.2674	0.2212	7.4452	0	2
Trav9-1	True	2	2	0	0	0	2	0	5.0494	5.1170	2.0268	0	3
Trav9-2	True	4	4	0	0	0	4	0	1.6425	25.4179	61.8993	1	3
Trdmt1	True	1	1	0	0	1	0	0	24.5376	77.2036	3.1463	1	6
Trdv1	True	10	8	0	0	0	8	2	0.0000	1.0937	inf	0	0
Trgv4	True	1	1	0	0	0	1	0	17.8800	5.6000	0.3132	0	6
Trhr	True	1	1	0	0	0	1	0	0.5730	0.5726	0.9993	1	6
Triap1	True	3	3	0	0	3	0	0	31.2543	38.7311	3.7177	3	6
Trim28	True	1	1	0	0	1	0	0	346.2623	289.5975	0.8364	1	6
Trim38	True	7	7	2	0	4	1	0	66.6762	26.4369	2.7755	4	6
Trim44	True	1	1	0	0	1	0	0	28.0403	488.8520	17.4339	1	6
Trim5	True	3	2	0	0	2	0	1	144.4278	2.9593	0.0615	2	6
Trim60	True	1	1	0	0	0	1	0	2.3127	0.5496	0.2376	0	6
Trim8	True	1	1	0	0	1	0	0	244.9022	12.5288	0.0512	1	6
Try3	True	1	0	0	0	0	0	1	0.0849	0.0000	0.0000	0	5
Tsc22d1	True	1	1	1	0	0	0	0	53.5637	1435.6452	26.8026	0	6
Tsen15	True	1	1	0	0	1	0	0	36.9321	211.8807	5.7370	1	6
Tsg101	True	1	1	1	0	0	0	0	802.5409	45.9046	0.0572	0	6
Tsn	True	1	1	1	0	0	0	0	48.7497	396.9302	8.1422	0	6
Tsnax	True	1	1	0	0	1	0	0	95.2751	865.6360	9.0856	1	6
Tspan11	True	1	0	0	0	0	0	1	18.0912	0.0000	0.0000	0	6
Tspan13	True	1	1	0	0	1	0	0	92.3852	208.3221	2.2549	1	6
Tspan3	True	1	1	0	0	1	0	0	377.3006	1956.8551	5.1865	1	6
Tspyl1	True	1	1	0	0	1	0	0	1378.8880	51.2277	0.0372	1	6
Tspyl5	True	1	0	0	0	0	0	1	0.1655	0.0000	0.0000	0	2
Tsr1	True	1	1	0	0	1	0	0	110.0618	154.2355	1.4014	1	6
Tssk1b	True	1	1	0	0	0	1	0	2.4846	0.1696	0.0683	0	4
Tssk4	True	1	1	0	0	1	0	0	168.0958	30.8595	0.1836	1	6
Tstd3	True	3	3	3	0	0	0	0	30.0972	70.4394	7.0212	0	6
Ttc1	True	3	3	3	0	0	0	0	37.6478	171.1608	13.6391	0	6
Ttc39b	True	1	1	1	0	0	0	0	79.1757	1.9777	0.0250	0	6
Tuba1a	True	2	2	0	0	2	0	0	1639.5341	126.3420	0.1541	2	6
Tuba1b	True	1	1	0	0	1	0	0	314.2218	2043.2411	6.5025	1	6
Tuba1c	True	1	1	1	0	0	0	0	0.0343	250.5864	7297.5835	0	1
Tuba3a	True	6	6	2	0	1	3	0	6.1672	10.6181	10.3303	2	6
Tubb4b	True	3	3	1	0	2	0	0	966.5227	232.2611	0.7209	2	6
Tusc2	True	2	2	0	0	2	0	0	63.7448	70.7321	2.2192	2	6
Txndc12	True	1	1	0	0	1	0	0	100.0986	33.4319	0.3340	1	6
Ube2c	True	1	1	0	0	1	0	0	18.5779	75.5294	4.0656	1	6
Ube2d2	True	4	1	0	0	0	1	3	36.1199	0.0391	0.0043	0	6
Ube2e1	True	1	1	0	0	1	0	0	19.7170	10.9082	0.5532	1	6
Ube2g1	True	1	1	1	0	0	0	0	11.6160	134.1651	11.5500	0	6
Ube2l3	True	2	2	2	0	0	0	0	32.7537	6.3890	0.3901	0	6
Ube2n	True	2	2	1	0	1	0	0	5.4820	20.2609	7.3918	1	6
Ube2r2	True	1	1	1	0	0	0	0	45.7494	279.3721	6.1066	0	6
Ube2v2	True	1	1	1	0	0	0	0	13.0469	64.4253	4.9380	0	6
Ublcp1	True	1	1	1	0	0	0	0	103.1177	17.3439	0.1682	0	6
Ubqln1	True	2	1	0	0	0	1	1	165.7611	0.7425	0.0090	0	6
Ubtfl1	True	1	0	0	0	0	0	1	0.2168	0.0000	0.0000	0	4
Ubxn4	True	1	1	0	0	1	0	0	45.2609	779.5686	17.2239	1	6
Uck1	True	1	1	1	0	0	0	0	772.9633	14.8676	0.0192	0	6
Ufm1	True	2	2	2	0	0	0	0	74.9742	153.8519	4.1041	0	6
Ugp2	True	2	2	0	0	2	0	0	75.3903	567.1880	15.0467	2	6
Ugt1a2	True	1	0	0	0	0	0	1	2634.3387	0.0000	0.0000	0	6
Ugt2a3	True	2	2	1	0	0	1	0	23.6368	33.1910	2.8084	0	6
Ugt2b17	True	2	1	0	0	0	1	1	3067.0892	35.7937	0.0233	1	6
Ugt2b31	True	1	1	0	0	0	1	0	125.2390	25.9000	0.2068	1	6
Uqcc3	True	1	1	0	0	0	1	0	1262.8152	0.5367	0.0004	0	6
Uqcr11	True	1	1	0	0	0	1	0	1003.4824	0.2195	0.0002	0	6
Uqcrb	True	11	11	0	10	0	1	0	0.0000	350.0634	inf	0	0
Uqcrfs1	True	1	1	0	0	1	0	0	3049.0619	911.1656	0.2988	1	6
Uspl1	True	1	1	0	0	1	0	0	48.0245	34.2571	0.7133	1	6
Utp14a	True	1	1	0	0	0	1	0	67.0222	2.4313	0.0363	0	6
Utp18	True	2	2	0	0	2	0	0	28.0212	141.7774	10.1193	2	6
Utp23	True	4	4	1	0	3	0	0	22.9681	232.7586	40.5359	3	6
Vamp3	True	2	2	0	0	2	0	0	121.8077	154.6714	2.5396	2	6
Vamp7	True	1	1	1	0	0	0	0	19.3090	0.5233	0.0271	0	6
Vapb	True	1	1	1	0	0	0	0	60.7619	146.5618	2.4121	0	6
Vash2	True	1	1	0	0	1	0	0	4.4051	3.8209	0.8674	1	6
Vcl	True	1	1	1	0	0	0	0	36.8958	1.3128	0.0356	0	6
Vdac2	True	2	2	0	0	2	0	0	192.6405	1140.8948	11.8448	2	6
Vegp1	True	1	1	0	0	0	1	0	0.3609	0.1079	0.2990	0	4
Vmn2r116	True	9	6	2	0	0	4	3	0.0303	0.8375	248.7282	0	6
Vn1r1	True	3	2	0	0	0	2	1	0.0000	0.0470	inf	0	0
Vn1r4	True	5	1	0	0	0	1	4	0.0000	0.0369	inf	0	0
Vps28	True	1	1	0	0	1	0	0	269.2237	2108.3404	7.8312	1	6
Vps29	True	1	1	1	0	0	0	0	155.6585	64.6036	0.4150	0	6
Vps37a	True	1	1	1	0	0	0	0	21.5074	215.2984	10.0104	0	6
Vps37b	True	1	1	0	0	1	0	0	7.6542	73.9119	9.6564	1	6
Vps45	True	1	1	0	0	1	0	0	12.7765	37.0894	2.9030	1	6
Vps72	True	1	1	1	0	0	0	0	39.8151	124.7252	3.1326	0	6
Vtcn1	True	1	1	1	0	0	0	0	4.4861	2.5461	0.5676	0	6
Wbp11	True	1	1	0	0	1	0	0	34.0783	69.2673	2.0326	1	6
Wbp4	True	1	1	1	0	0	0	0	37.8915	362.7246	9.5727	0	6
Wdhd1	True	1	1	0	0	1	0	0	3.6482	16.3346	4.4774	1	6
Wdr87	True	1	1	0	0	0	1	0	0.2323	0.1529	0.6581	0	5
Wtap	True	1	1	1	0	0	0	0	66.6997	127.9304	1.9180	0	6
Xrcc4	True	1	1	1	0	0	0	0	2.6496	51.4443	19.4156	0	6
Yeats4	True	1	1	1	0	0	0	0	9.0906	326.4824	35.9144	0	6
Yipf5	True	1	1	0	0	1	0	0	118.0281	124.8851	1.0581	1	6
Ythdf1	True	1	0	0	0	0	0	1	98.7022	0.0000	0.0000	0	6
Ywhah	True	3	3	0	0	2	1	0	478.1211	681.6111	4.2768	2	6
Ywhaq	True	1	1	0	0	1	0	0	89.2556	481.3519	5.3930	1	6
Zbtb44	True	1	1	1	0	0	0	0	44.7723	2.2426	0.0501	0	6
Zc3h11a	True	1	1	0	0	0	1	0	230.1163	0.1452	0.0006	0	6
Zcchc8	True	1	1	0	0	1	0	0	170.0395	53.4547	0.3144	1	6
Zcrb1	True	1	1	1	0	0	0	0	16.1814	58.0813	3.5894	0	6
Zfp36l2	True	1	1	1	0	0	0	0	5.1816	307.7391	59.3911	0	3
Zkscan4	True	1	1	0	0	1	0	0	60.9117	65.2031	1.0705	1	6
Znf14	True	1	1	0	0	1	0	0	26.8064	76.1158	2.8395	1	6
Znf2	True	1	0	0	0	0	0	1	25.5480	0.0000	0.0000	0	6
Znf410	True	1	1	0	0	1	0	0	72.7174	173.1746	2.3815	1	6
Znf426	True	2	2	1	0	1	0	0	191.3478	20.8827	0.2183	1	6
Znf655	True	1	1	0	0	1	0	0	135.2693	74.0006	0.5471	1	6
Znf691	True	1	1	0	0	1	0	0	48.2653	15.3375	0.3178	1	6
Znf699	True	1	1	0	0	1	0	0	0.6682	2.1524	3.2213	1	6
