Chromosome	Start	End	total_segdup_intervals	segdup_bp	percent_segdup
chr1	18200000	23200000	0	0	0.0
chr1	18300000	23300000	0	0	0.0
chr1	18400000	23400000	0	0	0.0
chr1	18500000	23500000	0	0	0.0
chr1	18600000	23600000	0	0	0.0
chr1	18700000	23700000	0	0	0.0
chr1	18800000	23800000	0	0	0.0
chr1	18900000	23900000	0	0	0.0
chr1	19000000	24000000	0	0	0.0
chr1	19100000	24100000	0	0	0.0
chr1	19200000	24200000	0	0	0.0
chr1	19300000	24300000	0	0	0.0
chr1	19400000	24400000	0	0	0.0
chr1	19500000	24500000	0	0	0.0
chr1	19600000	24600000	0	0	0.0
chr1	19700000	24700000	0	0	0.0
chr1	19800000	24800000	0	0	0.0
chr1	19900000	24900000	0	0	0.0
chr1	20000000	25000000	0	0	0.0
chr1	20100000	25100000	0	0	0.0
chr1	20200000	25200000	0	0	0.0
chr1	20300000	25300000	0	0	0.0
chr1	20400000	25400000	0	0	0.0
chr1	20500000	25500000	0	0	0.0
chr1	20600000	25600000	0	0	0.0
chr1	20700000	25700000	1	7058	0.14116
chr1	20800000	25800000	1	39203	0.78406
chr1	20900000	25900000	1	39203	0.78406
chr1	21000000	26000000	1	39203	0.78406
chr1	21100000	26100000	1	39203	0.78406
chr1	21200000	26200000	1	39203	0.78406
chr1	21300000	26300000	1	39203	0.78406
chr1	21400000	26400000	1	39203	0.78406
chr1	21500000	26500000	1	39203	0.78406
chr1	21600000	26600000	1	39203	0.78406
chr1	21700000	26700000	1	39203	0.78406
chr1	21800000	26800000	1	39203	0.78406
chr1	21900000	26900000	1	39203	0.78406
chr1	22000000	27000000	1	39203	0.78406
chr1	22100000	27100000	1	39203	0.78406
chr1	22200000	27200000	1	39203	0.78406
chr1	22300000	27300000	1	39203	0.78406
chr1	22400000	27400000	1	39203	0.78406
chr1	22500000	27500000	1	39203	0.78406
chr1	22600000	27600000	1	39203	0.78406
chr1	22700000	27700000	1	39203	0.78406
chr1	22800000	27800000	1	39203	0.78406
chr1	22900000	27900000	1	39203	0.78406
chr1	23000000	28000000	1	39203	0.78406
chr1	23100000	28100000	1	39203	0.78406
chr1	23200000	28200000	1	39203	0.78406
chr1	23300000	28300000	1	39203	0.78406
chr1	23400000	28400000	1	39203	0.78406
chr1	23500000	28500000	1	39203	0.78406
chr1	23600000	28600000	1	39203	0.78406
chr1	23700000	28700000	1	39203	0.78406
chr1	23800000	28800000	1	39203	0.78406
chr1	23900000	28900000	1	39203	0.78406
chr1	24000000	29000000	1	39203	0.78406
chr1	24100000	29100000	1	39203	0.78406
chr1	24200000	29200000	1	39203	0.78406
chr1	24300000	29300000	1	39203	0.78406
chr1	24400000	29400000	1	39203	0.78406
chr1	24500000	29500000	1	39203	0.78406
chr1	24600000	29600000	1	39203	0.78406
chr1	24700000	29700000	1	39203	0.78406
chr1	24800000	29800000	1	39203	0.78406
chr1	24900000	29900000	1	39203	0.78406
chr1	25000000	30000000	1	39203	0.78406
chr1	25100000	30100000	1	39203	0.78406
chr1	25200000	30200000	1	39203	0.78406
chr1	25300000	30300000	1	39203	0.78406
chr1	25400000	30400000	1	39203	0.78406
chr1	25500000	30500000	1	39203	0.78406
chr1	25600000	30600000	1	39203	0.78406
chr1	25700000	30700000	1	32145	0.6429
chr1	25800000	30800000	0	0	0.0
chr1	25900000	30900000	0	0	0.0
chr1	26000000	31000000	0	0	0.0
chr1	26100000	31100000	0	0	0.0
chr1	26200000	31200000	0	0	0.0
chr1	26300000	31300000	0	0	0.0
chr1	26400000	31400000	0	0	0.0
chr1	26500000	31500000	0	0	0.0
chr1	26600000	31600000	0	0	0.0
chr1	26700000	31700000	0	0	0.0
chr1	26800000	31800000	0	0	0.0
chr1	26900000	31900000	0	0	0.0
chr1	27000000	32000000	0	0	0.0
chr1	27100000	32100000	0	0	0.0
chr1	27200000	32200000	0	0	0.0
chr1	27300000	32300000	0	0	0.0
chr1	27400000	32400000	0	0	0.0
chr1	27500000	32500000	0	0	0.0
chr1	27600000	32600000	0	0	0.0
chr1	27700000	32700000	0	0	0.0
chr1	27800000	32800000	0	0	0.0
chr1	27900000	32900000	0	0	0.0
chr1	28000000	33000000	0	0	0.0
chr1	28100000	33100000	0	0	0.0
chr1	28200000	33200000	0	0	0.0
chr1	28300000	33300000	0	0	0.0
chr1	28400000	33400000	0	0	0.0
chr1	28500000	33500000	0	0	0.0
chr1	28600000	33600000	0	0	0.0
chr1	28700000	33700000	0	0	0.0
chr1	28800000	33800000	0	0	0.0
chr1	28900000	33900000	0	0	0.0
chr1	29000000	34000000	0	0	0.0
chr1	29100000	34100000	0	0	0.0
chr1	29200000	34200000	0	0	0.0
chr1	29300000	34300000	0	0	0.0
chr1	29400000	34400000	1	26268	0.5253599999999999
chr1	29500000	34500000	1	126268	2.52536
chr1	29600000	34600000	1	226268	4.52536
chr1	29700000	34700000	1	326268	6.525359999999999
chr1	29800000	34800000	1	412097	8.24194
chr1	29900000	34900000	1	412097	8.24194
chr1	30000000	35000000	1	412097	8.24194
chr1	30100000	35100000	1	412097	8.24194
chr1	30200000	35200000	1	412097	8.24194
chr1	30300000	35300000	1	412097	8.24194
chr1	30400000	35400000	1	412097	8.24194
chr1	30500000	35500000	1	412097	8.24194
chr1	30600000	35600000	1	412097	8.24194
chr1	30700000	35700000	1	412097	8.24194
chr1	30800000	35800000	1	412097	8.24194
chr1	30900000	35900000	1	412097	8.24194
chr1	31000000	36000000	1	412097	8.24194
chr1	31100000	36100000	1	412097	8.24194
chr1	31200000	36200000	1	412097	8.24194
chr1	31300000	36300000	1	412097	8.24194
chr1	31400000	36400000	1	412097	8.24194
chr1	31500000	36500000	1	412097	8.24194
chr1	31600000	36600000	1	412097	8.24194
chr1	31700000	36700000	2	417106	8.34212
chr1	31800000	36800000	3	514644	10.29288
chr1	31900000	36900000	3	614644	12.29288
chr1	32000000	37000000	4	667978	13.35956
chr1	32100000	37100000	5	745834	14.91668
chr1	32200000	37200000	5	745834	14.91668
chr1	32300000	37300000	5	745834	14.91668
chr1	32400000	37400000	5	745834	14.91668
chr1	32500000	37500000	5	745834	14.91668
chr1	32600000	37600000	5	745834	14.91668
chr1	32700000	37700000	5	745834	14.91668
chr1	32800000	37800000	5	745834	14.91668
chr1	32900000	37900000	5	745834	14.91668
chr1	33000000	38000000	5	745834	14.91668
chr1	33100000	38100000	5	745834	14.91668
chr1	33200000	38200000	5	745834	14.91668
chr1	33300000	38300000	5	745834	14.91668
chr1	33400000	38400000	5	745834	14.91668
chr1	33500000	38500000	5	745834	14.91668
chr1	33600000	38600000	5	745834	14.91668
chr1	33700000	38700000	5	745834	14.91668
chr1	33800000	38800000	5	745834	14.91668
chr1	33900000	38900000	5	745834	14.91668
chr1	34000000	39000000	5	745834	14.91668
chr1	34100000	39100000	5	745834	14.91668
chr1	34200000	39200000	5	745834	14.91668
chr1	34300000	39300000	5	745834	14.91668
chr1	34400000	39400000	5	719566	14.391319999999999
chr1	34500000	39500000	5	619566	12.39132
chr1	34600000	39600000	5	519566	10.39132
chr1	34700000	39700000	5	419566	8.391319999999999
chr1	34800000	39800000	4	333737	6.67474
chr1	34900000	39900000	4	333737	6.67474
chr1	35000000	40000000	4	333737	6.67474
chr1	35100000	40100000	4	333737	6.67474
chr1	35200000	40200000	4	333737	6.67474
chr1	35300000	40300000	4	333737	6.67474
chr1	35400000	40400000	4	333737	6.67474
chr1	35500000	40500000	4	333737	6.67474
chr1	35600000	40600000	4	333737	6.67474
chr1	35700000	40700000	4	333737	6.67474
chr1	35800000	40800000	4	333737	6.67474
chr1	35900000	40900000	4	333737	6.67474
chr1	36000000	41000000	4	333737	6.67474
chr1	36100000	41100000	4	333737	6.67474
chr1	36200000	41200000	4	333737	6.67474
chr1	36300000	41300000	4	333737	6.67474
chr1	36400000	41400000	4	333737	6.67474
chr1	36500000	41500000	4	333737	6.67474
chr1	36600000	41600000	4	333737	6.67474
chr1	36700000	41700000	4	328728	6.57456
chr1	36800000	41800000	3	231190	4.6238
chr1	36900000	41900000	3	131190	2.6238
chr1	37000000	42000000	2	77856	1.55712
chr1	37100000	42100000	0	0	0.0
chr1	37200000	42200000	0	0	0.0
chr1	37300000	42300000	0	0	0.0
chr1	37400000	42400000	0	0	0.0
chr1	37500000	42500000	0	0	0.0
chr1	37600000	42600000	0	0	0.0
chr1	37700000	42700000	0	0	0.0
chr1	37800000	42800000	0	0	0.0
chr1	37900000	42900000	0	0	0.0
chr1	38000000	43000000	0	0	0.0
chr1	38100000	43100000	0	0	0.0
chr1	38200000	43200000	0	0	0.0
chr1	38300000	43300000	0	0	0.0
chr1	38400000	43400000	0	0	0.0
chr1	38500000	43500000	0	0	0.0
chr1	38600000	43600000	0	0	0.0
chr1	38700000	43700000	0	0	0.0
chr1	38800000	43800000	0	0	0.0
chr1	38900000	43900000	0	0	0.0
chr1	39000000	44000000	0	0	0.0
chr1	39100000	44100000	0	0	0.0
chr1	39200000	44200000	0	0	0.0
chr1	39300000	44300000	0	0	0.0
chr1	39400000	44400000	0	0	0.0
chr1	39500000	44500000	0	0	0.0
chr1	39600000	44600000	0	0	0.0
chr1	39700000	44700000	0	0	0.0
chr1	39800000	44800000	0	0	0.0
chr1	39900000	44900000	0	0	0.0
chr1	40000000	45000000	0	0	0.0
chr1	40100000	45100000	0	0	0.0
chr1	40200000	45200000	0	0	0.0
chr1	40300000	45300000	0	0	0.0
chr1	40400000	45400000	0	0	0.0
chr1	40500000	45500000	0	0	0.0
chr1	40600000	45600000	0	0	0.0
chr1	40700000	45700000	0	0	0.0
chr1	40800000	45800000	0	0	0.0
chr1	40900000	45900000	0	0	0.0
chr1	41000000	46000000	0	0	0.0
chr1	41100000	46100000	0	0	0.0
chr1	41200000	46200000	0	0	0.0
chr1	41300000	46300000	0	0	0.0
chr1	41400000	46400000	0	0	0.0
chr1	41500000	46500000	0	0	0.0
chr1	41600000	46600000	0	0	0.0
chr1	41700000	46700000	0	0	0.0
chr1	41800000	46800000	0	0	0.0
chr1	41900000	46900000	0	0	0.0
chr1	42000000	47000000	0	0	0.0
chr1	42100000	47100000	0	0	0.0
chr1	42200000	47200000	0	0	0.0
chr1	42300000	47300000	0	0	0.0
chr1	42400000	47400000	0	0	0.0
chr1	42500000	47500000	0	0	0.0
chr1	42600000	47600000	0	0	0.0
chr1	42700000	47700000	0	0	0.0
chr1	42800000	47800000	0	0	0.0
chr1	42900000	47900000	0	0	0.0
chr1	43000000	48000000	0	0	0.0
chr1	43100000	48100000	0	0	0.0
chr1	43200000	48200000	0	0	0.0
chr1	43300000	48300000	0	0	0.0
chr1	43400000	48400000	0	0	0.0
chr1	43500000	48500000	0	0	0.0
chr1	43600000	48600000	0	0	0.0
chr1	43700000	48700000	0	0	0.0
chr1	43800000	48800000	0	0	0.0
chr1	43900000	48900000	0	0	0.0
chr1	44000000	49000000	0	0	0.0
chr1	44100000	49100000	0	0	0.0
chr1	44200000	49200000	0	0	0.0
chr1	44300000	49300000	0	0	0.0
chr1	44400000	49400000	0	0	0.0
chr1	44500000	49500000	0	0	0.0
chr1	44600000	49600000	0	0	0.0
chr1	44700000	49700000	0	0	0.0
chr1	44800000	49800000	0	0	0.0
chr1	44900000	49900000	0	0	0.0
chr1	45000000	50000000	0	0	0.0
chr1	45100000	50100000	0	0	0.0
chr1	45200000	50200000	0	0	0.0
chr1	45300000	50300000	0	0	0.0
chr1	45400000	50400000	0	0	0.0
chr1	45500000	50500000	0	0	0.0
chr1	45600000	50600000	0	0	0.0
chr1	45700000	50700000	0	0	0.0
chr1	45800000	50800000	0	0	0.0
chr1	45900000	50900000	0	0	0.0
chr1	46000000	51000000	0	0	0.0
chr1	46100000	51100000	0	0	0.0
chr1	46200000	51200000	0	0	0.0
chr1	46300000	51300000	0	0	0.0
chr1	46400000	51400000	0	0	0.0
chr1	46500000	51500000	0	0	0.0
chr1	46600000	51600000	0	0	0.0
chr1	46700000	51700000	0	0	0.0
chr1	46800000	51800000	0	0	0.0
chr1	46900000	51900000	0	0	0.0
chr1	47000000	52000000	0	0	0.0
chr1	47100000	52100000	0	0	0.0
chr1	47200000	52200000	0	0	0.0
chr1	47300000	52300000	0	0	0.0
chr1	47400000	52400000	0	0	0.0
chr1	47500000	52500000	0	0	0.0
chr1	47600000	52600000	0	0	0.0
chr1	47700000	52700000	0	0	0.0
chr1	47800000	52800000	0	0	0.0
chr1	47900000	52900000	0	0	0.0
chr1	48000000	53000000	0	0	0.0
chr1	48100000	53100000	1	3778	0.07556
chr1	48200000	53200000	1	33131	0.66262
chr1	48300000	53300000	1	33131	0.66262
chr1	48400000	53400000	2	65352	1.30704
chr1	48500000	53500000	2	65352	1.30704
chr1	48600000	53600000	2	65352	1.30704
chr1	48700000	53700000	2	65352	1.30704
chr1	48800000	53800000	2	65352	1.30704
chr1	48900000	53900000	2	65352	1.30704
chr1	49000000	54000000	2	65352	1.30704
chr1	49100000	54100000	2	65352	1.30704
chr1	49200000	54200000	2	65352	1.30704
chr1	49300000	54300000	2	65352	1.30704
chr1	49400000	54400000	2	65352	1.30704
chr1	49500000	54500000	2	65352	1.30704
chr1	49600000	54600000	2	65352	1.30704
chr1	49700000	54700000	2	65352	1.30704
chr1	49800000	54800000	2	65352	1.30704
chr1	49900000	54900000	2	65352	1.30704
chr1	50000000	55000000	2	65352	1.30704
chr1	50100000	55100000	2	65352	1.30704
chr1	50200000	55200000	2	65352	1.30704
chr1	50300000	55300000	2	65352	1.30704
chr1	50400000	55400000	2	65352	1.30704
chr1	50500000	55500000	3	96483	1.9296600000000002
chr1	50600000	55600000	3	96483	1.9296600000000002
chr1	50700000	55700000	3	96483	1.9296600000000002
chr1	50800000	55800000	3	96483	1.9296600000000002
chr1	50900000	55900000	3	96483	1.9296600000000002
chr1	51000000	56000000	3	96483	1.9296600000000002
chr1	51100000	56100000	3	96483	1.9296600000000002
chr1	51200000	56200000	3	96483	1.9296600000000002
chr1	51300000	56300000	3	96483	1.9296600000000002
chr1	51400000	56400000	3	96483	1.9296600000000002
chr1	51500000	56500000	3	96483	1.9296600000000002
chr1	51600000	56600000	3	96483	1.9296600000000002
chr1	51700000	56700000	3	96483	1.9296600000000002
chr1	51800000	56800000	3	96483	1.9296600000000002
chr1	51900000	56900000	3	96483	1.9296600000000002
chr1	52000000	57000000	3	96483	1.9296600000000002
chr1	52100000	57100000	3	96483	1.9296600000000002
chr1	52200000	57200000	3	96483	1.9296600000000002
chr1	52300000	57300000	3	96483	1.9296600000000002
chr1	52400000	57400000	3	96483	1.9296600000000002
chr1	52500000	57500000	3	96483	1.9296600000000002
chr1	52600000	57600000	3	96483	1.9296600000000002
chr1	52700000	57700000	3	96483	1.9296600000000002
chr1	52800000	57800000	3	96483	1.9296600000000002
chr1	52900000	57900000	3	96483	1.9296600000000002
chr1	53000000	58000000	3	96483	1.9296600000000002
chr1	53100000	58100000	3	92705	1.8540999999999999
chr1	53200000	58200000	2	63352	1.26704
chr1	53300000	58300000	2	63352	1.26704
chr1	53400000	58400000	1	31131	0.6226200000000001
chr1	53500000	58500000	1	31131	0.6226200000000001
chr1	53600000	58600000	1	31131	0.6226200000000001
chr1	53700000	58700000	2	96000	1.92
chr1	53800000	58800000	2	130839	2.6167800000000003
chr1	53900000	58900000	2	130839	2.6167800000000003
chr1	54000000	59000000	2	130839	2.6167800000000003
chr1	54100000	59100000	2	130839	2.6167800000000003
chr1	54200000	59200000	2	130839	2.6167800000000003
chr1	54300000	59300000	2	130839	2.6167800000000003
chr1	54400000	59400000	2	130839	2.6167800000000003
chr1	54500000	59500000	2	130839	2.6167800000000003
chr1	54600000	59600000	2	130839	2.6167800000000003
chr1	54700000	59700000	2	130839	2.6167800000000003
chr1	54800000	59800000	2	130839	2.6167800000000003
chr1	54900000	59900000	2	130839	2.6167800000000003
chr1	55000000	60000000	2	130839	2.6167800000000003
chr1	55100000	60100000	2	130839	2.6167800000000003
chr1	55200000	60200000	2	130839	2.6167800000000003
chr1	55300000	60300000	2	130839	2.6167800000000003
chr1	55400000	60400000	2	130839	2.6167800000000003
chr1	55500000	60500000	1	99708	1.99416
chr1	55600000	60600000	1	99708	1.99416
chr1	55700000	60700000	1	99708	1.99416
chr1	55800000	60800000	1	99708	1.99416
chr1	55900000	60900000	1	99708	1.99416
chr1	56000000	61000000	1	99708	1.99416
chr1	56100000	61100000	1	99708	1.99416
chr1	56200000	61200000	1	99708	1.99416
chr1	56300000	61300000	1	99708	1.99416
chr1	56400000	61400000	1	99708	1.99416
chr1	56500000	61500000	1	99708	1.99416
chr1	56600000	61600000	1	99708	1.99416
chr1	56700000	61700000	1	99708	1.99416
chr1	56800000	61800000	1	99708	1.99416
chr1	56900000	61900000	1	99708	1.99416
chr1	57000000	62000000	1	99708	1.99416
chr1	57100000	62100000	1	99708	1.99416
chr1	57200000	62200000	1	99708	1.99416
chr1	57300000	62300000	1	99708	1.99416
chr1	57400000	62400000	1	99708	1.99416
chr1	57500000	62500000	1	99708	1.99416
chr1	57600000	62600000	1	99708	1.99416
chr1	57700000	62700000	1	99708	1.99416
chr1	57800000	62800000	1	99708	1.99416
chr1	57900000	62900000	1	99708	1.99416
chr1	58000000	63000000	1	99708	1.99416
chr1	58100000	63100000	1	99708	1.99416
chr1	58200000	63200000	1	99708	1.99416
chr1	58300000	63300000	1	99708	1.99416
chr1	58400000	63400000	1	99708	1.99416
chr1	58500000	63500000	1	99708	1.99416
chr1	58600000	63600000	1	99708	1.99416
chr1	58700000	63700000	1	34839	0.69678
chr1	58800000	63800000	0	0	0.0
chr1	58900000	63900000	1	56889	1.13778
chr1	59000000	64000000	1	66063	1.3212599999999999
chr1	59100000	64100000	1	66063	1.3212599999999999
chr1	59200000	64200000	1	66063	1.3212599999999999
chr1	59300000	64300000	1	66063	1.3212599999999999
chr1	59400000	64400000	1	66063	1.3212599999999999
chr1	59500000	64500000	1	66063	1.3212599999999999
chr1	59600000	64600000	1	66063	1.3212599999999999
chr1	59700000	64700000	1	66063	1.3212599999999999
chr1	59800000	64800000	1	66063	1.3212599999999999
chr1	59900000	64900000	1	66063	1.3212599999999999
chr1	60000000	65000000	1	66063	1.3212599999999999
chr1	60100000	65100000	1	66063	1.3212599999999999
chr1	60200000	65200000	1	66063	1.3212599999999999
chr1	60300000	65300000	1	66063	1.3212599999999999
chr1	60400000	65400000	1	66063	1.3212599999999999
chr1	60500000	65500000	1	66063	1.3212599999999999
chr1	60600000	65600000	1	66063	1.3212599999999999
chr1	60700000	65700000	1	66063	1.3212599999999999
chr1	60800000	65800000	1	66063	1.3212599999999999
chr1	60900000	65900000	1	66063	1.3212599999999999
chr1	61000000	66000000	1	66063	1.3212599999999999
chr1	61100000	66100000	1	66063	1.3212599999999999
chr1	61200000	66200000	1	66063	1.3212599999999999
chr1	61300000	66300000	1	66063	1.3212599999999999
chr1	61400000	66400000	1	66063	1.3212599999999999
chr1	61500000	66500000	1	66063	1.3212599999999999
chr1	61600000	66600000	1	66063	1.3212599999999999
chr1	61700000	66700000	1	66063	1.3212599999999999
chr1	61800000	66800000	1	66063	1.3212599999999999
chr1	61900000	66900000	1	66063	1.3212599999999999
chr1	62000000	67000000	1	66063	1.3212599999999999
chr1	62100000	67100000	1	66063	1.3212599999999999
chr1	62200000	67200000	1	66063	1.3212599999999999
chr1	62300000	67300000	1	66063	1.3212599999999999
chr1	62400000	67400000	1	66063	1.3212599999999999
chr1	62500000	67500000	1	66063	1.3212599999999999
chr1	62600000	67600000	1	66063	1.3212599999999999
chr1	62700000	67700000	1	66063	1.3212599999999999
chr1	62800000	67800000	1	66063	1.3212599999999999
chr1	62900000	67900000	1	66063	1.3212599999999999
chr1	63000000	68000000	1	66063	1.3212599999999999
chr1	63100000	68100000	1	66063	1.3212599999999999
chr1	63200000	68200000	1	66063	1.3212599999999999
chr1	63300000	68300000	1	66063	1.3212599999999999
chr1	63400000	68400000	1	66063	1.3212599999999999
chr1	63500000	68500000	1	66063	1.3212599999999999
chr1	63600000	68600000	1	66063	1.3212599999999999
chr1	63700000	68700000	1	66063	1.3212599999999999
chr1	63800000	68800000	1	66063	1.3212599999999999
chr1	63900000	68900000	1	9174	0.18348
chr1	64000000	69000000	0	0	0.0
chr1	64100000	69100000	0	0	0.0
