Chromosome	Start	End	total_segdup_intervals	segdup_bp	percent_segdup
chr1	5700000	5800000	0	0	0.0
chr1	5750000	5850000	1	5897	5.897
chr1	5800000	5900000	1	5897	5.897
chr1	5850000	5950000	0	0	0.0
chr1	5900000	6000000	0	0	0.0
chr1	5950000	6050000	0	0	0.0
chr1	6000000	6100000	1	1297	1.2970000000000002
chr1	6050000	6150000	1	1297	1.2970000000000002
chr1	6100000	6200000	2	11947	11.947000000000001
chr1	6150000	6250000	3	13702	13.702
chr1	6200000	6300000	1	1755	1.755
chr1	6250000	6350000	0	0	0.0
chr1	6300000	6400000	0	0	0.0
chr1	6350000	6450000	0	0	0.0
chr1	6400000	6500000	0	0	0.0
chr1	6450000	6550000	0	0	0.0
chr1	6500000	6600000	0	0	0.0
chr1	6550000	6650000	0	0	0.0
chr1	6600000	6700000	1	547	0.547
chr1	6650000	6750000	2	853	0.853
chr1	6700000	6800000	1	306	0.306
chr1	6750000	6850000	0	0	0.0
chr1	6800000	6900000	0	0	0.0
chr1	6850000	6950000	1	2243	2.243
chr1	6900000	7000000	1	2243	2.243
chr1	6950000	7050000	0	0	0.0
chr1	7000000	7100000	0	0	0.0
chr1	7050000	7150000	0	0	0.0
chr1	7100000	7200000	1	3858	3.8580000000000005
chr1	7150000	7250000	1	3858	3.8580000000000005
chr1	7200000	7300000	0	0	0.0
chr1	7250000	7350000	1	1741	1.7409999999999999
chr1	7300000	7400000	1	1741	1.7409999999999999
chr1	7350000	7450000	0	0	0.0
chr1	7400000	7500000	1	1264	1.264
chr1	7450000	7550000	1	1264	1.264
chr1	7500000	7600000	0	0	0.0
chr1	7550000	7650000	0	0	0.0
chr1	7600000	7700000	0	0	0.0
chr1	7650000	7750000	0	0	0.0
chr1	7700000	7800000	0	0	0.0
chr1	7750000	7850000	0	0	0.0
chr1	7800000	7900000	0	0	0.0
chr1	7850000	7950000	0	0	0.0
chr1	7900000	8000000	0	0	0.0
chr1	7950000	8050000	1	1735	1.735
chr1	8000000	8100000	1	1735	1.735
chr1	8050000	8150000	0	0	0.0
chr1	8100000	8200000	0	0	0.0
chr1	8150000	8250000	0	0	0.0
chr1	8200000	8300000	1	889	0.889
chr1	8250000	8350000	1	889	0.889
chr1	8300000	8400000	0	0	0.0
chr1	8350000	8450000	1	4596	4.596
chr1	8400000	8500000	3	18757	18.756999999999998
chr1	8450000	8550000	3	14161	14.161000000000001
chr1	8500000	8600000	0	0	0.0
chr1	8550000	8650000	0	0	0.0
chr1	8600000	8700000	0	0	0.0
chr1	8650000	8750000	0	0	0.0
chr1	8700000	8800000	0	0	0.0
chr1	8750000	8850000	0	0	0.0
chr1	8800000	8900000	0	0	0.0
chr1	8850000	8950000	0	0	0.0
chr1	8900000	9000000	0	0	0.0
chr1	8950000	9050000	0	0	0.0
chr1	9000000	9100000	0	0	0.0
chr1	9050000	9150000	2	3478	3.4779999999999998
chr1	9100000	9200000	3	5887	5.887
chr1	9150000	9250000	1	2409	2.409
chr1	9200000	9300000	1	1112	1.1119999999999999
chr1	9250000	9350000	1	1112	1.1119999999999999
chr1	9300000	9400000	1	2184	2.1839999999999997
chr1	9350000	9450000	1	2184	2.1839999999999997
chr1	9400000	9500000	0	0	0.0
chr1	9450000	9550000	1	930	0.9299999999999999
chr1	9500000	9600000	1	930	0.9299999999999999
chr1	9550000	9650000	0	0	0.0
chr1	9600000	9700000	0	0	0.0
chr1	9650000	9750000	0	0	0.0
chr1	9700000	9800000	0	0	0.0
chr1	9750000	9850000	0	0	0.0
chr1	9800000	9900000	0	0	0.0
chr1	9850000	9950000	0	0	0.0
chr1	9900000	10000000	2	11347	11.347
chr1	9950000	10050000	5	36827	36.827
chr1	10000000	10100000	3	56041	56.041
chr1	10050000	10150000	5	38139	38.139
chr1	10100000	10200000	4	7578	7.578
chr1	10150000	10250000	0	0	0.0
chr1	10200000	10300000	0	0	0.0
chr1	10250000	10350000	0	0	0.0
chr1	10300000	10400000	0	0	0.0
chr1	10350000	10450000	0	0	0.0
chr1	10400000	10500000	2	2424	2.424
chr1	10450000	10550000	4	10113	10.113
chr1	10500000	10600000	3	13486	13.486
chr1	10550000	10650000	1	5797	5.797
chr1	10600000	10700000	0	0	0.0
chr1	10650000	10750000	1	4777	4.777
chr1	10700000	10800000	1	4777	4.777
chr1	10750000	10850000	0	0	0.0
chr1	10800000	10900000	0	0	0.0
chr1	10850000	10950000	0	0	0.0
chr1	10900000	11000000	0	0	0.0
chr1	10950000	11050000	0	0	0.0
chr1	11000000	11100000	0	0	0.0
chr1	11050000	11150000	1	1563	1.5630000000000002
chr1	11100000	11200000	2	3059	3.0589999999999997
chr1	11150000	11250000	1	1496	1.496
chr1	11200000	11300000	1	6715	6.715
chr1	11250000	11350000	2	13322	13.322000000000001
chr1	11300000	11400000	5	25917	25.917
chr1	11350000	11450000	6	21541	21.541
chr1	11400000	11500000	2	2231	2.231
chr1	11450000	11550000	1	1471	1.471
chr1	11500000	11600000	2	1994	1.994
chr1	11550000	11650000	1	523	0.523
chr1	11600000	11700000	0	0	0.0
chr1	11650000	11750000	2	6849	6.848999999999999
chr1	11700000	11800000	2	6849	6.848999999999999
chr1	11750000	11850000	3	9692	9.692
chr1	11800000	11900000	4	10666	10.666
chr1	11850000	11950000	1	974	0.9740000000000001
chr1	11900000	12000000	0	0	0.0
chr1	11950000	12050000	0	0	0.0
chr1	12000000	12100000	0	0	0.0
chr1	12050000	12150000	0	0	0.0
chr1	12100000	12200000	0	0	0.0
chr1	12150000	12250000	0	0	0.0
chr1	12200000	12300000	0	0	0.0
chr1	12250000	12350000	0	0	0.0
chr1	12300000	12400000	1	1452	1.452
chr1	12350000	12450000	3	14301	14.301
chr1	12400000	12500000	4	15757	15.756999999999998
chr1	12450000	12550000	2	2908	2.9080000000000004
chr1	12500000	12600000	0	0	0.0
chr1	12550000	12650000	0	0	0.0
chr1	12600000	12700000	0	0	0.0
chr1	12650000	12750000	1	966	0.966
chr1	12700000	12800000	2	4203	4.202999999999999
chr1	12750000	12850000	2	4335	4.335
chr1	12800000	12900000	1	1098	1.098
chr1	12850000	12950000	0	0	0.0
chr1	12900000	13000000	0	0	0.0
chr1	12950000	13050000	0	0	0.0
chr1	13000000	13100000	2	3895	3.895
chr1	13050000	13150000	2	3895	3.895
chr1	13100000	13200000	0	0	0.0
chr1	13150000	13250000	0	0	0.0
chr1	13200000	13300000	0	0	0.0
chr1	13250000	13350000	0	0	0.0
chr1	13300000	13400000	0	0	0.0
chr1	13350000	13450000	0	0	0.0
chr1	13400000	13500000	0	0	0.0
chr1	13450000	13550000	0	0	0.0
chr1	13500000	13600000	0	0	0.0
chr1	13550000	13650000	0	0	0.0
chr1	13600000	13700000	0	0	0.0
chr1	13650000	13750000	0	0	0.0
chr1	13700000	13800000	0	0	0.0
chr1	13750000	13850000	0	0	0.0
chr1	13800000	13900000	1	194	0.194
chr1	13850000	13950000	1	194	0.194
chr1	13900000	14000000	0	0	0.0
chr1	13950000	14050000	0	0	0.0
chr1	14000000	14100000	0	0	0.0
chr1	14050000	14150000	0	0	0.0
chr1	14100000	14200000	1	2652	2.6519999999999997
chr1	14150000	14250000	1	2652	2.6519999999999997
chr1	14200000	14300000	0	0	0.0
chr1	14250000	14350000	0	0	0.0
chr1	14300000	14400000	1	678	0.6779999999999999
chr1	14350000	14450000	1	678	0.6779999999999999
chr1	14400000	14500000	0	0	0.0
chr1	14450000	14550000	0	0	0.0
chr1	14500000	14600000	1	815	0.815
chr1	14550000	14650000	2	2806	2.806
chr1	14600000	14700000	4	20738	20.738
chr1	14650000	14750000	5	28056	28.055999999999997
chr1	14700000	14800000	2	10979	10.979
chr1	14750000	14850000	1	1670	1.67
chr1	14800000	14900000	0	0	0.0
chr1	14850000	14950000	0	0	0.0
chr1	14900000	15000000	0	0	0.0
chr1	14950000	15050000	1	7093	7.093000000000001
chr1	15000000	15100000	1	7093	7.093000000000001
chr1	15050000	15150000	0	0	0.0
chr1	15100000	15200000	1	3173	3.173
chr1	15150000	15250000	1	3173	3.173
chr1	15200000	15300000	1	6597	6.597
chr1	15250000	15350000	1	6597	6.597
chr1	15300000	15400000	0	0	0.0
chr1	15350000	15450000	0	0	0.0
chr1	15400000	15500000	1	1519	1.5190000000000001
chr1	15450000	15550000	2	2468	2.468
chr1	15500000	15600000	2	6031	6.031000000000001
chr1	15550000	15650000	2	20674	20.674
chr1	15600000	15700000	5	22400	22.400000000000002
chr1	15650000	15750000	4	7807	7.807
chr1	15700000	15800000	2	2419	2.419
chr1	15750000	15850000	3	4260	4.26
chr1	15800000	15900000	3	12552	12.552
chr1	15850000	15950000	1	9712	9.712
chr1	15900000	16000000	0	0	0.0
chr1	15950000	16050000	0	0	0.0
chr1	16000000	16100000	0	0	0.0
chr1	16050000	16150000	1	3425	3.4250000000000003
chr1	16100000	16200000	1	3425	3.4250000000000003
chr1	16150000	16250000	0	0	0.0
chr1	16200000	16300000	0	0	0.0
chr1	16250000	16350000	0	0	0.0
chr1	16300000	16400000	0	0	0.0
chr1	16350000	16450000	0	0	0.0
chr1	16400000	16500000	0	0	0.0
chr1	16450000	16550000	0	0	0.0
chr1	16500000	16600000	0	0	0.0
chr1	16550000	16650000	0	0	0.0
chr1	16600000	16700000	0	0	0.0
chr1	16650000	16750000	0	0	0.0
chr1	16700000	16800000	0	0	0.0
chr1	16750000	16850000	0	0	0.0
chr1	16800000	16900000	0	0	0.0
chr1	16850000	16950000	0	0	0.0
chr1	16900000	17000000	0	0	0.0
chr1	16950000	17050000	0	0	0.0
chr1	17000000	17100000	0	0	0.0
chr1	17050000	17150000	0	0	0.0
chr1	17100000	17200000	0	0	0.0
chr1	17150000	17250000	0	0	0.0
chr1	17200000	17300000	0	0	0.0
chr1	17250000	17350000	0	0	0.0
chr1	17300000	17400000	0	0	0.0
chr1	17350000	17450000	0	0	0.0
chr1	17400000	17500000	0	0	0.0
chr1	17450000	17550000	0	0	0.0
chr1	17500000	17600000	0	0	0.0
chr1	17550000	17650000	2	1794	1.794
chr1	17600000	17700000	2	1794	1.794
chr1	17650000	17750000	0	0	0.0
chr1	17700000	17800000	0	0	0.0
chr1	17750000	17850000	0	0	0.0
chr1	17800000	17900000	0	0	0.0
chr1	17850000	17950000	0	0	0.0
chr1	17900000	18000000	0	0	0.0
chr1	17950000	18050000	0	0	0.0
chr1	18000000	18100000	0	0	0.0
chr1	18050000	18150000	0	0	0.0
chr1	18100000	18200000	0	0	0.0
chr1	18150000	18250000	0	0	0.0
chr1	18200000	18300000	0	0	0.0
chr1	18250000	18350000	0	0	0.0
chr1	18300000	18400000	0	0	0.0
chr1	18350000	18450000	0	0	0.0
chr1	18400000	18500000	0	0	0.0
chr1	18450000	18550000	0	0	0.0
chr1	18500000	18600000	0	0	0.0
chr1	18550000	18650000	0	0	0.0
chr1	18600000	18700000	0	0	0.0
chr1	18650000	18750000	0	0	0.0
chr1	18700000	18800000	0	0	0.0
chr1	18750000	18850000	0	0	0.0
chr1	18800000	18900000	0	0	0.0
chr1	18850000	18950000	0	0	0.0
chr1	18900000	19000000	0	0	0.0
chr1	18950000	19050000	0	0	0.0
chr1	19000000	19100000	0	0	0.0
chr1	19050000	19150000	1	1294	1.294
chr1	19100000	19200000	1	1294	1.294
chr1	19150000	19250000	0	0	0.0
chr1	19200000	19300000	0	0	0.0
chr1	19250000	19350000	0	0	0.0
chr1	19300000	19400000	0	0	0.0
chr1	19350000	19450000	0	0	0.0
chr1	19400000	19500000	0	0	0.0
chr1	19450000	19550000	0	0	0.0
chr1	19500000	19600000	0	0	0.0
chr1	19550000	19650000	0	0	0.0
chr1	19600000	19700000	0	0	0.0
chr1	19650000	19750000	0	0	0.0
chr1	19700000	19800000	2	10140	10.14
chr1	19750000	19850000	3	17124	17.124
chr1	19800000	19900000	2	17257	17.257
chr1	19850000	19950000	3	11734	11.734
chr1	19900000	20000000	3	4888	4.888
chr1	19950000	20050000	3	5077	5.077
chr1	20000000	20100000	1	1650	1.6500000000000001
chr1	20050000	20150000	1	512	0.512
chr1	20100000	20200000	1	512	0.512
chr1	20150000	20250000	0	0	0.0
chr1	20200000	20300000	0	0	0.0
chr1	20250000	20350000	0	0	0.0
chr1	20300000	20400000	0	0	0.0
chr1	20350000	20450000	0	0	0.0
chr1	20400000	20500000	0	0	0.0
chr1	20450000	20550000	0	0	0.0
chr1	20500000	20600000	1	457	0.457
chr1	20550000	20650000	1	457	0.457
chr1	20600000	20700000	1	2427	2.427
chr1	20650000	20750000	1	2427	2.427
chr1	20700000	20800000	0	0	0.0
chr1	20750000	20850000	1	938	0.938
chr1	20800000	20900000	3	9451	9.451
chr1	20850000	20950000	3	16571	16.570999999999998
chr1	20900000	21000000	2	8058	8.058
chr1	20950000	21050000	1	1992	1.992
chr1	21000000	21100000	2	3561	3.5610000000000004
chr1	21050000	21150000	1	1569	1.569
chr1	21100000	21200000	0	0	0.0
chr1	21150000	21250000	0	0	0.0
chr1	21200000	21300000	2	4176	4.176
chr1	21250000	21350000	4	11273	11.273
chr1	21300000	21400000	3	9284	9.284
chr1	21350000	21450000	4	4756	4.756
chr1	21400000	21500000	3	2569	2.569
chr1	21450000	21550000	1	13381	13.381000000000002
chr1	21500000	21600000	3	15675	15.675
chr1	21550000	21650000	3	8053	8.053
chr1	21600000	21700000	2	7570	7.57
chr1	21650000	21750000	3	10073	10.073
chr1	21700000	21800000	3	37186	37.186
chr1	21750000	21850000	1	30224	30.224
chr1	21800000	21900000	2	5639	5.639
chr1	21850000	21950000	2	5337	5.337
chr1	21900000	22000000	1	998	0.9979999999999999
chr1	21950000	22050000	0	0	0.0
chr1	22000000	22100000	0	0	0.0
chr1	22050000	22150000	0	0	0.0
chr1	22100000	22200000	0	0	0.0
chr1	22150000	22250000	0	0	0.0
chr1	22200000	22300000	0	0	0.0
chr1	22250000	22350000	0	0	0.0
chr1	22300000	22400000	1	3228	3.228
chr1	22350000	22450000	1	3228	3.228
chr1	22400000	22500000	1	2135	2.1350000000000002
chr1	22450000	22550000	2	2974	2.9739999999999998
chr1	22500000	22600000	1	839	0.839
chr1	22550000	22650000	1	1123	1.123
chr1	22600000	22700000	1	1123	1.123
chr1	22650000	22750000	3	26188	26.188
chr1	22700000	22800000	3	26188	26.188
chr1	22750000	22850000	0	0	0.0
chr1	22800000	22900000	0	0	0.0
chr1	22850000	22950000	0	0	0.0
chr1	22900000	23000000	0	0	0.0
chr1	22950000	23050000	1	849	0.849
chr1	23000000	23100000	1	849	0.849
chr1	23050000	23150000	0	0	0.0
chr1	23100000	23200000	0	0	0.0
chr1	23150000	23250000	0	0	0.0
chr1	23200000	23300000	0	0	0.0
chr1	23250000	23350000	0	0	0.0
chr1	23300000	23400000	0	0	0.0
chr1	23350000	23450000	0	0	0.0
chr1	23400000	23500000	0	0	0.0
chr1	23450000	23550000	0	0	0.0
chr1	23500000	23600000	0	0	0.0
chr1	23550000	23650000	1	1127	1.127
chr1	23600000	23700000	1	1127	1.127
chr1	23650000	23750000	0	0	0.0
chr1	23700000	23800000	0	0	0.0
chr1	23750000	23850000	0	0	0.0
chr1	23800000	23900000	0	0	0.0
chr1	23850000	23950000	1	1702	1.702
chr1	23900000	24000000	1	1702	1.702
chr1	23950000	24050000	0	0	0.0
chr1	24000000	24100000	1	2773	2.773
chr1	24050000	24150000	3	6760	6.76
chr1	24100000	24200000	2	3987	3.987
chr1	24150000	24250000	1	1012	1.012
chr1	24200000	24300000	2	4834	4.8340000000000005
chr1	24250000	24350000	3	13402	13.402
chr1	24300000	24400000	3	10260	10.26
chr1	24350000	24450000	1	680	0.6799999999999999
chr1	24400000	24500000	0	0	0.0
chr1	24450000	24550000	1	1855	1.855
chr1	24500000	24600000	2	17714	17.714
chr1	24550000	24650000	1	15859	15.859000000000002
chr1	24600000	24700000	0	0	0.0
chr1	24650000	24750000	0	0	0.0
chr1	24700000	24800000	0	0	0.0
chr1	24750000	24850000	0	0	0.0
chr1	24800000	24900000	0	0	0.0
chr1	24850000	24950000	0	0	0.0
chr1	24900000	25000000	1	2237	2.237
chr1	24950000	25050000	1	2237	2.237
chr1	25000000	25100000	1	1969	1.9689999999999999
chr1	25050000	25150000	4	11383	11.383000000000001
chr1	25100000	25200000	3	9414	9.414
chr1	25150000	25250000	0	0	0.0
chr1	25200000	25300000	1	2527	2.527
chr1	25250000	25350000	1	2527	2.527
chr1	25300000	25400000	0	0	0.0
chr1	25350000	25450000	0	0	0.0
chr1	25400000	25500000	1	8508	8.508000000000001
chr1	25450000	25550000	2	15007	15.007000000000001
chr1	25500000	25600000	2	6499	6.4990000000000006
chr1	25550000	25650000	3	26975	26.974999999999998
chr1	25600000	25700000	4	60051	60.051
chr1	25650000	25750000	3	66936	66.93599999999999
chr1	25700000	25800000	3	34632	34.632000000000005
chr1	25750000	25850000	3	22046	22.046
chr1	25800000	25900000	3	22601	22.601
chr1	25850000	25950000	1	1327	1.327
chr1	25900000	26000000	2	2488	2.488
chr1	25950000	26050000	2	2488	2.488
chr1	26000000	26100000	0	0	0.0
chr1	26050000	26150000	0	0	0.0
chr1	26100000	26200000	0	0	0.0
chr1	26150000	26250000	1	673	0.673
chr1	26200000	26300000	1	673	0.673
chr1	26250000	26350000	0	0	0.0
chr1	26300000	26400000	1	2931	2.931
chr1	26350000	26450000	2	6059	6.059
chr1	26400000	26500000	1	3128	3.128
chr1	26450000	26550000	1	2158	2.158
chr1	26500000	26600000	1	2158	2.158
chr1	26550000	26650000	0	0	0.0
chr1	26600000	26700000	1	601	0.601
chr1	26650000	26750000	1	601	0.601
chr1	26700000	26800000	0	0	0.0
chr1	26750000	26850000	0	0	0.0
chr1	26800000	26900000	0	0	0.0
chr1	26850000	26950000	1	3825	3.8249999999999997
chr1	26900000	27000000	1	3825	3.8249999999999997
chr1	26950000	27050000	1	1861	1.8610000000000002
chr1	27000000	27100000	2	4651	4.651000000000001
chr1	27050000	27150000	1	2790	2.79
chr1	27100000	27200000	0	0	0.0
chr1	27150000	27250000	1	1152	1.1520000000000001
chr1	27200000	27300000	1	1152	1.1520000000000001
chr1	27250000	27350000	1	1223	1.2229999999999999
chr1	27300000	27400000	1	1223	1.2229999999999999
chr1	27350000	27450000	0	0	0.0
chr1	27400000	27500000	0	0	0.0
chr1	27450000	27550000	0	0	0.0
chr1	27500000	27600000	1	1179	1.179
chr1	27550000	27650000	1	1179	1.179
chr1	27600000	27700000	1	1332	1.332
chr1	27650000	27750000	2	3273	3.273
chr1	27700000	27800000	1	1941	1.941
chr1	27750000	27850000	0	0	0.0
chr1	27800000	27900000	0	0	0.0
chr1	27850000	27950000	2	4979	4.979
chr1	27900000	28000000	3	7254	7.254
chr1	27950000	28050000	2	3575	3.5749999999999997
chr1	28000000	28100000	2	2896	2.896
chr1	28050000	28150000	1	1596	1.5959999999999999
chr1	28100000	28200000	0	0	0.0
chr1	28150000	28250000	1	4891	4.891
chr1	28200000	28300000	2	6199	6.199000000000001
chr1	28250000	28350000	1	1308	1.308
chr1	28300000	28400000	0	0	0.0
chr1	28350000	28450000	1	5959	5.959
chr1	28400000	28500000	1	5959	5.959
chr1	28450000	28550000	1	1813	1.813
chr1	28500000	28600000	1	1813	1.813
chr1	28550000	28650000	0	0	0.0
chr1	28600000	28700000	0	0	0.0
chr1	28650000	28750000	1	5156	5.156000000000001
chr1	28700000	28800000	1	5156	5.156000000000001
chr1	28750000	28850000	0	0	0.0
chr1	28800000	28900000	0	0	0.0
chr1	28850000	28950000	0	0	0.0
chr1	28900000	29000000	1	1293	1.2930000000000001
chr1	28950000	29050000	1	1293	1.2930000000000001
chr1	29000000	29100000	0	0	0.0
chr1	29050000	29150000	0	0	0.0
chr1	29100000	29200000	0	0	0.0
chr1	29150000	29250000	0	0	0.0
chr1	29200000	29300000	0	0	0.0
chr1	29250000	29350000	1	2848	2.848
chr1	29300000	29400000	1	2848	2.848
chr1	29350000	29450000	0	0	0.0
chr1	29400000	29500000	0	0	0.0
chr1	29450000	29550000	0	0	0.0
chr1	29500000	29600000	0	0	0.0
chr1	29550000	29650000	0	0	0.0
chr1	29600000	29700000	0	0	0.0
chr1	29650000	29750000	1	1631	1.6310000000000002
chr1	29700000	29800000	2	3454	3.454
chr1	29750000	29850000	2	3961	3.961
chr1	29800000	29900000	1	2138	2.138
chr1	29850000	29950000	1	3227	3.227
chr1	29900000	30000000	1	3227	3.227
chr1	29950000	30050000	0	0	0.0
chr1	30000000	30100000	0	0	0.0
chr1	30050000	30150000	0	0	0.0
chr1	30100000	30200000	0	0	0.0
chr1	30150000	30250000	0	0	0.0
chr1	30200000	30300000	0	0	0.0
chr1	30250000	30350000	0	0	0.0
chr1	30300000	30400000	0	0	0.0
chr1	30350000	30450000	0	0	0.0
chr1	30400000	30500000	0	0	0.0
chr1	30450000	30550000	1	845	0.845
chr1	30500000	30600000	1	845	0.845
chr1	30550000	30650000	0	0	0.0
chr1	30600000	30700000	0	0	0.0
chr1	30650000	30750000	1	1878	1.8780000000000001
chr1	30700000	30800000	2	6036	6.036
chr1	30750000	30850000	1	4158	4.1579999999999995
chr1	30800000	30900000	0	0	0.0
chr1	30850000	30950000	0	0	0.0
chr1	30900000	31000000	0	0	0.0
chr1	30950000	31050000	0	0	0.0
chr1	31000000	31100000	1	1909	1.909
chr1	31050000	31150000	2	6068	6.068
chr1	31100000	31200000	1	4159	4.159
chr1	31150000	31250000	0	0	0.0
chr1	31200000	31300000	0	0	0.0
chr1	31250000	31350000	0	0	0.0
chr1	31300000	31400000	0	0	0.0
chr1	31350000	31450000	1	5053	5.053
chr1	31400000	31500000	1	5053	5.053
chr1	31450000	31550000	1	660	0.66
chr1	31500000	31600000	2	1382	1.3820000000000001
chr1	31550000	31650000	1	722	0.722
chr1	31600000	31700000	0	0	0.0
chr1	31650000	31750000	0	0	0.0
chr1	31700000	31800000	0	0	0.0
chr1	31750000	31850000	0	0	0.0
chr1	31800000	31900000	0	0	0.0
chr1	31850000	31950000	0	0	0.0
chr1	31900000	32000000	0	0	0.0
chr1	31950000	32050000	1	730	0.73
chr1	32000000	32100000	1	730	0.73
chr1	32050000	32150000	1	3810	3.81
chr1	32100000	32200000	1	3810	3.81
chr1	32150000	32250000	0	0	0.0
chr1	32200000	32300000	0	0	0.0
chr1	32250000	32350000	1	2868	2.868
chr1	32300000	32400000	1	2868	2.868
chr1	32350000	32450000	0	0	0.0
chr1	32400000	32500000	0	0	0.0
chr1	32450000	32550000	0	0	0.0
chr1	32500000	32600000	0	0	0.0
chr1	32550000	32650000	0	0	0.0
chr1	32600000	32700000	0	0	0.0
chr1	32650000	32750000	1	3689	3.689
chr1	32700000	32800000	1	3689	3.689
chr1	32750000	32850000	0	0	0.0
chr1	32800000	32900000	0	0	0.0
chr1	32850000	32950000	0	0	0.0
chr1	32900000	33000000	0	0	0.0
chr1	32950000	33050000	0	0	0.0
