Chromosome	Start	End	Overlap	density	midpoint
chr1	23500001	24500000	22947	0.022947	24000000
chr1	24000001	25000000	23479	0.023479	24500000
chr1	24500001	25500000	21921	0.021921	25000000
chr1	25000001	26000000	20410	0.02041	25500000
chr1	25500001	26500000	21424	0.021424	26000000
chr1	26000001	27000000	22721	0.022721	26500000
chr1	26500001	27500000	19066	0.019066	27000000
chr1	27000001	28000000	21726	0.021726	27500000
chr1	27500001	28500000	27276	0.027276	28000000
chr1	28000001	29000000	23991	0.023991	28500000
chr1	28500001	29500000	21825	0.021825	29000000
chr1	29000001	30000000	25692	0.025692	29500000
chr1	29500001	30500000	24000	0.024	30000000
chr1	30000001	31000000	20816	0.020816	30500000
chr1	30500001	31500000	26326	0.026326	31000000
chr1	31000001	32000000	28026	0.028026	31500000
chr1	31500001	32500000	25839	0.025839	32000000
chr1	32000001	33000000	24261	0.024261	32500000
chr1	32500001	33500000	19632	0.019632	33000000
chr1	33000001	34000000	21428	0.021428	33500000
chr1	33500001	34500000	28778	0.028778	34000000
chr1	34000001	35000000	38320	0.03832	34500000
chr1	34500001	35500000	34564	0.034564	35000000
chr1	35000001	36000000	24054	0.024054	35500000
chr1	35500001	36500000	22270	0.02227	36000000
chr1	36000001	37000000	23691	0.023691	36500000
chr1	36500001	37500000	20943	0.020943	37000000
chr1	37000001	38000000	15948	0.015948	37500000
chr1	37500001	38500000	16592	0.016592	38000000
chr1	38000001	39000000	19888	0.019888	38500000
chr1	38500001	39500000	22251	0.022251	39000000
chr1	39000001	40000000	23713	0.023713	39500000
chr1	39500001	40500000	23229	0.023229	40000000
chr1	40000001	41000000	20226	0.020226	40500000
chr1	40500001	41500000	22964	0.022964	41000000
chr1	41000001	42000000	33067	0.033067	41500000
chr1	41500001	42500000	32324	0.032324	42000000
chr1	42000001	43000000	25860	0.02586	42500000
chr1	42500001	43500000	25240	0.02524	43000000
chr1	43000001	44000000	22143	0.022143	43500000
chr1	43500001	44500000	19521	0.019521	44000000
chr1	44000001	45000000	20355	0.020355	44500000
chr1	44500001	45500000	25854	0.025854	45000000
chr1	45000001	46000000	25649	0.025649	45500000
chr1	45500001	46500000	22513	0.022513	46000000
chr1	46000001	47000000	27072	0.027072	46500000
chr1	46500001	47500000	26786	0.026786	47000000
chr1	47000001	48000000	21116	0.021116	47500000
chr1	47500001	48500000	17868	0.017868	48000000
chr1	48000001	49000000	17765	0.017765	48500000
chr1	48500001	49500000	21284	0.021284	49000000
chr1	49000001	50000000	22709	0.022709	49500000
chr1	49500001	50500000	22495	0.022495	50000000
chr1	50000001	51000000	24658	0.024658	50500000
chr1	50500001	51500000	21593	0.021593	51000000
chr1	51000001	52000000	16812	0.016812	51500000
chr1	51500001	52500000	87105	0.087105	52000000
chr1	52000001	53000000	90004	0.090004	52500000
chr1	52500001	53500000	17184	0.017184	53000000
chr1	53000001	54000000	15402	0.015402	53500000
chr1	53500001	54500000	21979	0.021979	54000000
chr1	54000001	55000000	23111	0.023111	54500000
chr1	54500001	55500000	21347	0.021347	55000000
chr1	55000001	56000000	22554	0.022554	55500000
chr1	55500001	56500000	21767	0.021767	56000000
chr1	56000001	57000000	18094	0.018094	56500000
chr1	56500001	57500000	17802	0.017802	57000000
chr1	57000001	58000000	19260	0.01926	57500000
chr1	57500001	58500000	22487	0.022487	58000000
chr1	58000001	59000000	22738	0.022738	58500000
chr1	58500001	59500000	18438	0.018438	59000000
chr1	59000001	60000000	20545	0.020545	59500000
chr1	59500001	60500000	21736	0.021736	60000000
chr1	60000001	61000000	22970	0.02297	60500000
chr1	60500001	61500000	22394	0.022394	61000000
chr1	61000001	62000000	20004	0.020004	61500000
chr1	61500001	62500000	19996	0.019996	62000000
chr1	62000001	63000000	18506	0.018506	62500000
chr1	62500001	63500000	18735	0.018735	63000000
chr1	63000001	64000000	26680	0.02668	63500000
chr1	63500001	64500000	25477	0.025477	64000000
chr1	64000001	65000000	16076	0.016076	64500000
chr1	64500001	65500000	19281	0.019281	65000000
chr1	65000001	66000000	22584	0.022584	65500000
chr1	65500001	66500000	24560	0.02456	66000000
chr1	66000001	67000000	22578	0.022578	66500000
chr1	66500001	67500000	20797	0.020797	67000000
chr1	67000001	68000000	22522	0.022522	67500000
chr1	67500001	68500000	23029	0.023029	68000000
chr1	68000001	69000000	22342	0.022342	68500000
chr1	68500001	69500000	25307	0.025307	69000000
chr1	69000001	70000000	24990	0.02499	69500000
chr1	69500001	70500000	19814	0.019814	70000000
chr1	70000001	71000000	21539	0.021539	70500000
chr1	70500001	71500000	23891	0.023891	71000000
chr1	71000001	72000000	20755	0.020755	71500000
chr1	71500001	72500000	17180	0.01718	72000000
chr1	72000001	73000000	19548	0.019548	72500000
chr1	72500001	73500000	20736	0.020736	73000000
chr1	73000001	74000000	21779	0.021779	73500000
chr1	73500001	74500000	22724	0.022724	74000000
chr1	74000001	75000000	19938	0.019938	74500000
chr1	74500001	75500000	21713	0.021713	75000000
chr1	75000001	76000000	22469	0.022469	75500000
chr1	75500001	76500000	31986	0.031986	76000000
chr1	76000001	77000000	33207	0.033207	76500000
chr1	76500001	77500000	20710	0.02071	77000000
chr1	77000001	78000000	18858	0.018858	77500000
chr1	77500001	78500000	18047	0.018047	78000000
chr1	78000001	79000000	17921	0.017921	78500000
chr1	78500001	79500000	18759	0.018759	79000000
chr1	79000001	80000000	17316	0.017316	79500000
chr1	79500001	80500000	16272	0.016272	80000000
chr1	80000001	81000000	16934	0.016934	80500000
chr1	80500001	81500000	17947	0.017947	81000000
chr1	81000001	82000000	19246	0.019246	81500000
chr1	81500001	82500000	21008	0.021008	82000000
chr1	82000001	83000000	21158	0.021158	82500000
chr1	82500001	83500000	22178	0.022178	83000000
chr1	83000001	84000000	23441	0.023441	83500000
chr1	83500001	84500000	23956	0.023956	84000000
chr1	84000001	85000000	25713	0.025713	84500000
chr1	84500001	85500000	21720	0.02172	85000000
chr1	85000001	86000000	17710	0.01771	85500000
chr1	85500001	86500000	19524	0.019524	86000000
chr1	86000001	87000000	25878	0.025878	86500000
chr1	86500001	87500000	27494	0.027494	87000000
chr1	87000001	88000000	18563	0.018563	87500000
chr1	87500001	88500000	15606	0.015606	88000000
chr1	88000001	89000000	16891	0.016891	88500000
chr1	88500001	89500000	15012	0.015012	89000000
chr1	89000001	90000000	16984	0.016984	89500000
chr1	89500001	90500000	19858	0.019858	90000000
chr1	90000001	91000000	21544	0.021544	90500000
chr1	90500001	91500000	25273	0.025273	91000000
chr1	91000001	92000000	29587	0.029587	91500000
chr1	91500001	92500000	27427	0.027427	92000000
chr1	92000001	93000000	23838	0.023838	92500000
chr1	92500001	93500000	28403	0.028403	93000000
chr1	93000001	94000000	29324	0.029324	93500000
chr1	93500001	94500000	25040	0.02504	94000000
chr1	94000001	95000000	21948	0.021948	94500000
chr1	94500001	95500000	20925	0.020925	95000000
chr1	95000001	96000000	23778	0.023778	95500000
chr1	95500001	96500000	20022	0.020022	96000000
chr1	96000001	97000000	18898	0.018898	96500000
chr1	96500001	97500000	21299	0.021299	97000000
chr1	97000001	98000000	17917	0.017917	97500000
chr1	97500001	98500000	18137	0.018137	98000000
chr1	98000001	99000000	20268	0.020268	98500000
chr1	98500001	99500000	20496	0.020496	99000000
chr1	99000001	100000000	18076	0.018076	99500000
chr1	99500001	100500000	17761	0.017761	100000000
chr1	100000001	101000000	23100	0.0231	100500000
chr1	100500001	101500000	23616	0.023616	101000000
chr1	101000001	102000000	24412	0.024412	101500000
chr1	101500001	102500000	23270	0.02327	102000000
chr1	102000001	103000000	23068	0.023068	102500000
chr1	102500001	103500000	23429	0.023429	103000000
chr1	103000001	104000000	20675	0.020675	103500000
chr1	103500001	104500000	20153	0.020153	104000000
chr1	104000001	105000000	17302	0.017302	104500000
chr1	104500001	105500000	18977	0.018977	105000000
chr1	105000001	106000000	23800	0.0238	105500000
chr1	105500001	106500000	26366	0.026366	106000000
chr1	106000001	107000000	26411	0.026411	106500000
chr1	106500001	107500000	24438	0.024438	107000000
chr1	107000001	108000000	36204	0.036204	107500000
chr1	107500001	108500000	418957	0.418957	108000000
chr1	108000001	109000000	437792	0.437792	108500000
chr1	108500001	109500000	68021	0.068021	109000000
chr1	109000001	110000000	37068	0.037068	109500000
chr1	109500001	110500000	23876	0.023876	110000000
chr1	110000001	111000000	20709	0.020709	110500000
chr1	110500001	111500000	20575	0.020575	111000000
chr1	111000001	112000000	21465	0.021465	111500000
chr1	111500001	112500000	19411	0.019411	112000000
chr1	112000001	113000000	18203	0.018203	112500000
chr1	112500001	113500000	18377	0.018377	113000000
chr1	113000001	114000000	17239	0.017239	113500000
chr1	113500001	114500000	20164	0.020164	114000000
chr1	114000001	115000000	21594	0.021594	114500000
chr1	114500001	115500000	17382	0.017382	115000000
chr1	115000001	116000000	17253	0.017253	115500000
chr1	115500001	116500000	18043	0.018043	116000000
chr1	116000001	117000000	21288	0.021288	116500000
chr1	116500001	117500000	20451	0.020451	117000000
chr1	117000001	118000000	17333	0.017333	117500000
chr1	117500001	118500000	16550	0.01655	118000000
chr1	118000001	119000000	14855	0.014855	118500000
chr1	118500001	119500000	18345	0.018345	119000000
chr1	119000001	120000000	18463	0.018463	119500000
chr1	119500001	120500000	16272	0.016272	120000000
chr1	120000001	121000000	18545	0.018545	120500000
chr1	120500001	121500000	21892	0.021892	121000000
chr1	121000001	122000000	19952	0.019952	121500000
chr1	121500001	122500000	21075	0.021075	122000000
chr1	122000001	123000000	23955	0.023955	122500000
chr1	122500001	123500000	22641	0.022641	123000000
chr1	123000001	124000000	15745	0.015745	123500000
chr1	123500001	124500000	42281	0.042281	124000000
chr1	124000001	125000000	43851	0.043851	124500000
chr1	124500001	125500000	14123	0.014123	125000000
chr1	125000001	126000000	23523	0.023523	125500000
chr1	125500001	126500000	25544	0.025544	126000000
chr1	126000001	127000000	24940	0.02494	126500000
chr1	126500001	127500000	404042	0.404042	127000000
chr1	127000001	128000000	807959	0.807959	127500000
chr1	127500001	128500000	902506	0.902506	128000000
chr1	128000001	129000000	570654	0.570654	128500000
chr1	128500001	129500000	97605	0.097605	129000000
chr1	129000001	130000000	21890	0.02189	129500000
chr1	129500001	130500000	19742	0.019742	130000000
chr1	130000001	131000000	21433	0.021433	130500000
chr1	130500001	131500000	24514	0.024514	131000000
chr1	131000001	132000000	22024	0.022024	131500000
chr1	131500001	132500000	22725	0.022725	132000000
chr1	132000001	133000000	21825	0.021825	132500000
chr1	132500001	133500000	19125	0.019125	133000000
chr1	133000001	134000000	20620	0.02062	133500000
chr1	133500001	134500000	22952	0.022952	134000000
chr1	134000001	135000000	21242	0.021242	134500000
chr1	134500001	135500000	19965	0.019965	135000000
chr1	135000001	136000000	20643	0.020643	135500000
chr1	135500001	136500000	16650	0.01665	136000000
chr1	136000001	137000000	16173	0.016173	136500000
chr1	136500001	137500000	19518	0.019518	137000000
chr1	137000001	138000000	20306	0.020306	137500000
chr1	137500001	138500000	20404	0.020404	138000000
chr1	138000001	139000000	21323	0.021323	138500000
chr1	138500001	139500000	24737	0.024737	139000000
chr1	139000001	140000000	24037	0.024037	139500000
chr1	139500001	140500000	23264	0.023264	140000000
chr1	140000001	141000000	19231	0.019231	140500000
chr1	140500001	141500000	14546	0.014546	141000000
chr1	141000001	142000000	16545	0.016545	141500000
chr1	141500001	142500000	17845	0.017845	142000000
chr1	142000001	143000000	22289	0.022289	142500000
chr1	142500001	143500000	24756	0.024756	143000000
chr1	143000001	144000000	24361	0.024361	143500000
chr1	143500001	144500000	23688	0.023688	144000000
chr1	144000001	145000000	20799	0.020799	144500000
chr1	144500001	145500000	18140	0.01814	145000000
chr1	145000001	146000000	17792	0.017792	145500000
chr1	145500001	146500000	22517	0.022517	146000000
chr1	146000001	147000000	25725	0.025725	146500000
chr1	146500001	147500000	21832	0.021832	147000000
chr1	147000001	148000000	24294	0.024294	147500000
chr1	147500001	148500000	26349	0.026349	148000000
chr1	148000001	149000000	22524	0.022524	148500000
chr1	148500001	149500000	21453	0.021453	149000000
chr1	149000001	150000000	24417	0.024417	149500000
chr1	149500001	150500000	26664	0.026664	150000000
chr1	150000001	151000000	23373	0.023373	150500000
chr1	150500001	151500000	25916	0.025916	151000000
chr1	151000001	152000000	26437	0.026437	151500000
chr1	151500001	152500000	23603	0.023603	152000000
chr1	152000001	153000000	24518	0.024518	152500000
chr1	152500001	153500000	24939	0.024939	153000000
chr1	153000001	154000000	27834	0.027834	153500000
chr1	153500001	154500000	23643	0.023643	154000000
chr1	154000001	155000000	20317	0.020317	154500000
chr1	154500001	155500000	19831	0.019831	155000000
chr1	155000001	156000000	19047	0.019047	155500000
chr1	155500001	156500000	21101	0.021101	156000000
chr1	156000001	157000000	25653	0.025653	156500000
chr1	156500001	157500000	27869	0.027869	157000000
chr1	157000001	158000000	27420	0.02742	157500000
chr1	157500001	158500000	26832	0.026832	158000000
chr1	158000001	159000000	23743	0.023743	158500000
chr1	158500001	159500000	21332	0.021332	159000000
chr1	159000001	160000000	18069	0.018069	159500000
chr1	159500001	160500000	17128	0.017128	160000000
chr1	160000001	161000000	18913	0.018913	160500000
chr1	160500001	161500000	20865	0.020865	161000000
chr1	161000001	162000000	21047	0.021047	161500000
chr1	161500001	162500000	20835	0.020835	162000000
chr1	162000001	163000000	17255	0.017255	162500000
chr1	162500001	163500000	21865	0.021865	163000000
chr1	163000001	164000000	29302	0.029302	163500000
chr1	163500001	164500000	25422	0.025422	164000000
chr1	164000001	165000000	22807	0.022807	164500000
chr1	164500001	165500000	21401	0.021401	165000000
chr1	165000001	166000000	19722	0.019722	165500000
chr1	165500001	166500000	20449	0.020449	166000000
chr1	166000001	167000000	21778	0.021778	166500000
chr1	166500001	167500000	20573	0.020573	167000000
chr1	167000001	168000000	23597	0.023597	167500000
chr1	167500001	168500000	25739	0.025739	168000000
chr1	168000001	169000000	22289	0.022289	168500000
chr1	168500001	169500000	23021	0.023021	169000000
chr1	169000001	170000000	20907	0.020907	169500000
chr1	169500001	170500000	21168	0.021168	170000000
chr1	170000001	171000000	22210	0.02221	170500000
chr1	170500001	171500000	17208	0.017208	171000000
chr1	171000001	172000000	15706	0.015706	171500000
chr1	171500001	172500000	20531	0.020531	172000000
chr1	172000001	173000000	23231	0.023231	172500000
chr1	172500001	173500000	31117	0.031117	173000000
chr1	173000001	174000000	35000	0.035	173500000
chr1	173500001	174500000	38905	0.038905	174000000
chr1	174000001	175000000	59517	0.059517	174500000
chr1	174500001	175500000	53373	0.053373	175000000
chr1	175000001	176000000	33016	0.033016	175500000
chr1	175500001	176500000	26235	0.026235	176000000
chr1	176000001	177000000	310446	0.310446	176500000
chr1	176500001	177500000	799513	0.799513	177000000
chr1	177000001	178000000	1000000	1.0	177500000
chr1	177500001	178500000	1000000	1.0	178000000
chr1	178000001	179000000	1000000	1.0	178500000
chr1	178500001	179500000	1000000	1.0	179000000
chr1	179000001	180000000	1000000	1.0	179500000
chr1	179500001	180500000	1000000	1.0	180000000
chr1	180000001	181000000	1000000	1.0	180500000
chr1	180500001	181500000	1000000	1.0	181000000
chr1	181000001	182000000	999900	0.9999	181500000
chr1	181500001	182500000	999900	0.9999	182000000
chr1	182000001	183000000	1000000	1.0	182500000
chr1	182500001	183500000	1000000	1.0	183000000
chr1	183000001	184000000	1000000	1.0	183500000
chr1	183500001	184500000	1000000	1.0	184000000
chr1	184000001	185000000	999900	0.9999	184500000
chr2	1	1000000	21410	0.02141	500000
chr2	500001	1500000	22015	0.022015	1000000
chr2	1000001	2000000	23313	0.023313	1500000
chr2	1500001	2500000	19279	0.019279	2000000
chr2	2000001	3000000	19586	0.019586	2500000
chr2	2500001	3500000	21162	0.021162	3000000
chr2	3000001	4000000	20034	0.020034	3500000
chr2	3500001	4500000	18030	0.01803	4000000
chr2	4000001	5000000	16525	0.016525	4500000
chr2	4500001	5500000	17518	0.017518	5000000
chr2	5000001	6000000	19252	0.019252	5500000
chr2	5500001	6500000	23034	0.023034	6000000
chr2	6000001	7000000	22248	0.022248	6500000
chr2	6500001	7500000	18612	0.018612	7000000
chr2	7000001	8000000	21021	0.021021	7500000
chr2	7500001	8500000	22531	0.022531	8000000
chr2	8000001	9000000	18798	0.018798	8500000
chr2	8500001	9500000	17823	0.017823	9000000
chr2	9000001	10000000	21819	0.021819	9500000
chr2	9500001	10500000	20547	0.020547	10000000
chr2	10000001	11000000	19072	0.019072	10500000
chr2	10500001	11500000	21544	0.021544	11000000
chr2	11000001	12000000	23302	0.023302	11500000
chr2	11500001	12500000	23698	0.023698	12000000
chr2	12000001	13000000	22920	0.02292	12500000
chr2	12500001	13500000	24792	0.024792	13000000
chr2	13000001	14000000	22592	0.022592	13500000
chr2	13500001	14500000	21247	0.021247	14000000
chr2	14000001	15000000	25284	0.025284	14500000
chr2	14500001	15500000	26579	0.026579	15000000
chr2	15000001	16000000	24842	0.024842	15500000
chr2	15500001	16500000	22723	0.022723	16000000
chr2	16000001	17000000	20670	0.02067	16500000
chr2	16500001	17500000	21208	0.021208	17000000
chr2	17000001	18000000	26843	0.026843	17500000
chr2	17500001	18500000	28701	0.028701	18000000
chr2	18000001	19000000	28454	0.028454	18500000
chr2	18500001	19500000	25247	0.025247	19000000
chr2	19000001	20000000	20396	0.020396	19500000
chr2	19500001	20500000	22196	0.022196	20000000
chr2	20000001	21000000	32544	0.032544	20500000
chr2	20500001	21500000	40048	0.040048	21000000
chr2	21000001	22000000	34486	0.034486	21500000
chr2	21500001	22500000	26613	0.026613	22000000
chr2	22000001	23000000	22854	0.022854	22500000
chr2	22500001	23500000	24607	0.024607	23000000
chr2	23000001	24000000	25260	0.02526	23500000
chr2	23500001	24500000	23233	0.023233	24000000
chr2	24000001	25000000	27700	0.0277	24500000
chr2	24500001	25500000	36121	0.036121	25000000
chr2	25000001	26000000	32698	0.032698	25500000
chr2	25500001	26500000	30084	0.030084	26000000
chr2	26000001	27000000	30203	0.030203	26500000
chr2	26500001	27500000	25008	0.025008	27000000
chr2	27000001	28000000	23529	0.023529	27500000
chr2	27500001	28500000	28897	0.028897	28000000
chr2	28000001	29000000	30535	0.030535	28500000
chr2	28500001	29500000	25825	0.025825	29000000
chr2	29000001	30000000	26127	0.026127	29500000
chr2	29500001	30500000	26182	0.026182	30000000
chr2	30000001	31000000	26277	0.026277	30500000
chr2	30500001	31500000	30507	0.030507	31000000
chr2	31000001	32000000	28506	0.028506	31500000
chr2	31500001	32500000	24515	0.024515	32000000
chr2	32000001	33000000	27221	0.027221	32500000
chr2	32500001	33500000	27435	0.027435	33000000
chr2	33000001	34000000	23490	0.02349	33500000
chr2	33500001	34500000	24594	0.024594	34000000
chr2	34000001	35000000	28963	0.028963	34500000
chr2	34500001	35500000	31727	0.031727	35000000
chr2	35000001	36000000	34857	0.034857	35500000
chr2	35500001	36500000	33879	0.033879	36000000
chr2	36000001	37000000	29630	0.02963	36500000
chr2	36500001	37500000	23523	0.023523	37000000
chr2	37000001	38000000	17482	0.017482	37500000
chr2	37500001	38500000	21700	0.0217	38000000
chr2	38000001	39000000	26645	0.026645	38500000
chr2	38500001	39500000	32327	0.032327	39000000
chr2	39000001	40000000	34962	0.034962	39500000
chr2	39500001	40500000	32576	0.032576	40000000
chr2	40000001	41000000	34093	0.034093	40500000
chr2	40500001	41500000	31631	0.031631	41000000
chr2	41000001	42000000	27281	0.027281	41500000
chr2	41500001	42500000	28609	0.028609	42000000
chr2	42000001	43000000	34641	0.034641	42500000
chr2	42500001	43500000	38055	0.038055	43000000
chr2	43000001	44000000	126868	0.126868	43500000
chr2	43500001	44500000	122262	0.122262	44000000
chr2	44000001	45000000	27596	0.027596	44500000
chr2	44500001	45500000	27103	0.027103	45000000
chr2	45000001	46000000	28673	0.028673	45500000
chr2	45500001	46500000	40329	0.040329	46000000
chr2	46000001	47000000	35439	0.035439	46500000
chr2	46500001	47500000	16931	0.016931	47000000
chr2	47000001	48000000	11674	0.011674	47500000
chr2	47500001	48500000	9912	0.009912	48000000
chr2	48000001	49000000	16157	0.016157	48500000
chr2	48500001	49500000	20702	0.020702	49000000
chr2	49000001	50000000	25234	0.025234	49500000
chr2	49500001	50500000	23466	0.023466	50000000
chr2	50000001	51000000	15560	0.01556	50500000
chr2	50500001	51500000	17402	0.017402	51000000
chr2	51000001	52000000	18792	0.018792	51500000
chr2	51500001	52500000	26625	0.026625	52000000
chr2	52000001	53000000	29490	0.02949	52500000
chr2	52500001	53500000	21440	0.02144	53000000
chr2	53000001	54000000	24557	0.024557	53500000
chr2	53500001	54500000	23304	0.023304	54000000
chr2	54000001	55000000	20603	0.020603	54500000
chr2	54500001	55500000	22264	0.022264	55000000
chr2	55000001	56000000	128389	0.128389	55500000
chr2	55500001	56500000	451046	0.451046	56000000
chr2	56000001	57000000	345742	0.345742	56500000
chr2	56500001	57500000	22707	0.022707	57000000
chr2	57000001	58000000	19701	0.019701	57500000
chr2	57500001	58500000	17891	0.017891	58000000
chr2	58000001	59000000	19305	0.019305	58500000
chr2	58500001	59500000	18939	0.018939	59000000
chr2	59000001	60000000	19912	0.019912	59500000
chr2	59500001	60500000	23957	0.023957	60000000
chr2	60000001	61000000	26248	0.026248	60500000
chr2	60500001	61500000	23898	0.023898	61000000
chr2	61000001	62000000	19498	0.019498	61500000
chr2	61500001	62500000	20898	0.020898	62000000
chr2	62000001	63000000	21435	0.021435	62500000
chr2	62500001	63500000	22571	0.022571	63000000
chr2	63000001	64000000	23102	0.023102	63500000
chr2	63500001	64500000	18802	0.018802	64000000
chr2	64000001	65000000	19352	0.019352	64500000
chr2	64500001	65500000	23686	0.023686	65000000
chr2	65000001	66000000	25698	0.025698	65500000
chr2	65500001	66500000	25133	0.025133	66000000
chr2	66000001	67000000	21637	0.021637	66500000
chr2	66500001	67500000	23216	0.023216	67000000
chr2	67000001	68000000	22637	0.022637	67500000
chr2	67500001	68500000	19848	0.019848	68000000
chr2	68000001	69000000	22877	0.022877	68500000
chr2	68500001	69500000	25045	0.025045	69000000
chr2	69000001	70000000	21082	0.021082	69500000
chr2	69500001	70500000	16871	0.016871	70000000
chr2	70000001	71000000	18230	0.01823	70500000
chr2	70500001	71500000	19851	0.019851	71000000
chr2	71000001	72000000	21081	0.021081	71500000
chr2	71500001	72500000	22738	0.022738	72000000
chr2	72000001	73000000	20989	0.020989	72500000
chr2	72500001	73500000	20763	0.020763	73000000
chr2	73000001	74000000	19291	0.019291	73500000
chr2	73500001	74500000	21080	0.02108	74000000
chr2	74000001	75000000	25133	0.025133	74500000
chr2	74500001	75500000	24814	0.024814	75000000
chr2	75000001	76000000	25004	0.025004	75500000
chr2	75500001	76500000	22282	0.022282	76000000
chr2	76000001	77000000	20510	0.02051	76500000
chr2	76500001	77500000	22582	0.022582	77000000
chr2	77000001	78000000	24257	0.024257	77500000
chr2	77500001	78500000	20647	0.020647	78000000
chr2	78000001	79000000	20728	0.020728	78500000
chr2	78500001	79500000	22624	0.022624	79000000
chr2	79000001	80000000	20330	0.02033	79500000
chr2	79500001	80500000	18072	0.018072	80000000
chr2	80000001	81000000	19002	0.019002	80500000
chr2	80500001	81500000	20480	0.02048	81000000
chr2	81000001	82000000	21482	0.021482	81500000
chr2	81500001	82500000	20789	0.020789	82000000
chr2	82000001	83000000	19053	0.019053	82500000
chr2	82500001	83500000	17455	0.017455	83000000
chr2	83000001	84000000	15920	0.01592	83500000
chr2	83500001	84500000	22479	0.022479	84000000
chr2	84000001	85000000	23640	0.02364	84500000
chr2	84500001	85500000	19245	0.019245	85000000
chr2	85000001	86000000	23937	0.023937	85500000
chr2	85500001	86500000	22917	0.022917	86000000
chr2	86000001	87000000	18290	0.01829	86500000
chr2	86500001	87500000	17135	0.017135	87000000
chr2	87000001	88000000	20436	0.020436	87500000
chr2	87500001	88500000	24774	0.024774	88000000
chr2	88000001	89000000	22715	0.022715	88500000
chr2	88500001	89500000	18728	0.018728	89000000
chr2	89000001	90000000	17421	0.017421	89500000
chr2	89500001	90500000	17619	0.017619	90000000
chr2	90000001	91000000	17395	0.017395	90500000
chr2	90500001	91500000	18803	0.018803	91000000
chr2	91000001	92000000	20586	0.020586	91500000
chr2	91500001	92500000	25164	0.025164	92000000
chr2	92000001	93000000	24668	0.024668	92500000
chr2	92500001	93500000	20649	0.020649	93000000
chr2	93000001	94000000	20644	0.020644	93500000
chr2	93500001	94500000	18056	0.018056	94000000
chr2	94000001	95000000	15955	0.015955	94500000
chr2	94500001	95500000	16333	0.016333	95000000
chr2	95000001	96000000	16765	0.016765	95500000
chr2	95500001	96500000	18703	0.018703	96000000
chr2	96000001	97000000	18731	0.018731	96500000
chr2	96500001	97500000	18059	0.018059	97000000
chr2	97000001	98000000	18727	0.018727	97500000
chr2	97500001	98500000	19962	0.019962	98000000
chr2	98000001	99000000	21808	0.021808	98500000
chr2	98500001	99500000	21082	0.021082	99000000
chr2	99000001	100000000	19077	0.019077	99500000
chr2	99500001	100500000	20915	0.020915	100000000
chr2	100000001	101000000	22710	0.02271	100500000
chr2	100500001	101500000	20763	0.020763	101000000
chr2	101000001	102000000	17922	0.017922	101500000
chr2	101500001	102500000	16705	0.016705	102000000
chr2	102000001	103000000	17219	0.017219	102500000
chr2	102500001	103500000	16903	0.016903	103000000
chr2	103000001	104000000	18531	0.018531	103500000
chr2	103500001	104500000	22072	0.022072	104000000
chr2	104000001	105000000	22732	0.022732	104500000
chr2	104500001	105500000	22063	0.022063	105000000
chr2	105000001	106000000	31975	0.031975	105500000
chr2	105500001	106500000	429977	0.429977	106000000
